Signature,Time Spent
0,0.2297818660736084
1,0.21544933319091797
2,0.20686888694763184
3,0.1633744239807129
4,0.2040717601776123
5,NA
6,0.19716143608093262
7,0.15839552879333496
8,NA
9,0.21463942527770996
10,0.2067244052886963
11,0.20666837692260742
12,0.20464539527893066
13,0.20950555801391602
14,0.22710824012756348
15,0.19904470443725586
16,NA
17,0.16889286041259766
18,0.20827031135559082
19,0.2415328025817871
20,0.20859003067016602
21,0.2069087028503418
22,0.20931720733642578
23,0.21195077896118164
24,0.19909262657165527
25,NA
26,0.1884632110595703
27,0.20912694931030273
28,0.1631145477294922
29,0.1609959602355957
30,0.19922447204589844
31,NA
32,0.21315598487854004
33,0.20878362655639648
34,0.21507930755615234
35,0.2126166820526123
36,0.15591859817504883
37,0.16334915161132812
38,0.17069530487060547
39,0.1860208511352539
40,0.25165534019470215
41,0.21622037887573242
42,0.21538949012756348
43,NA
44,NA
45,0.2077038288116455
46,NA
47,0.20511603355407715
48,0.16217756271362305
49,0.21405243873596191
50,0.22403645515441895
51,0.1994326114654541
52,0.22610807418823242
53,0.2214982509613037
54,NA
55,NA
56,0.20499205589294434
57,0.21397948265075684
58,0.15159988403320312
59,0.1988987922668457
60,0.15586161613464355
61,0.22300291061401367
62,0.20496368408203125
63,0.19557571411132812
64,NA
65,0.17273831367492676
66,0.2064208984375
67,0.22197842597961426
68,0.21474194526672363
69,0.20671796798706055
70,NA
71,0.2516443729400635
72,0.21233439445495605
73,NA
74,0.2239694595336914
75,0.20624923706054688
76,0.21314334869384766
77,0.215165376663208
78,0.2134413719177246
79,NA
80,0.1994946002960205
81,0.2015058994293213
82,NA
83,0.19919037818908691
84,NA
85,NA
86,0.18583130836486816
87,0.20383214950561523
88,0.20928573608398438
89,0.2089557647705078
90,0.16231465339660645
91,0.20778441429138184
92,0.2074418067932129
93,NA
94,0.19865751266479492
95,NA
96,0.21501708030700684
97,0.22389721870422363
98,0.16421914100646973
99,0.15862727165222168
