Signature,Iteration,First Minimal Module Size,Union of All Module Size,Number of Minimal Modules
9,7,5,16,21
9,8,5,16,21
9,9,5,16,21
9,10,5,16,21
10,1,9,9,1
10,2,9,9,1
10,3,9,9,1
10,4,9,9,1
10,5,9,9,1
10,6,9,9,1
10,7,9,9,1
10,8,9,9,1
10,9,9,9,1
10,10,9,9,1
11,1,5,10,4
11,2,5,10,4
11,3,5,10,4
11,4,5,10,4
11,5,5,10,4
11,6,5,10,4
11,7,5,10,4
11,8,5,10,4
11,9,5,10,4
11,10,5,10,4
12,1,11,14,2
12,2,11,14,2
12,3,11,14,2
12,4,11,14,2
12,5,11,14,2
12,6,11,14,2
12,7,11,14,2
12,8,11,14,2
12,9,11,14,2
12,10,11,14,2
13,1,2,2,1
13,2,2,2,1
13,3,2,2,1
13,4,2,2,1
13,5,2,2,1
13,6,2,2,1
13,7,2,2,1
13,8,2,2,1
13,9,2,2,1
13,10,2,2,1
14,1,16,24,18
14,2,16,24,18
14,3,16,24,18
14,4,16,24,18
14,5,16,24,18
14,6,16,24,18
14,7,16,24,18
14,8,16,24,18
14,9,16,24,18
14,10,16,24,18
15,1,11,25,35
15,2,11,25,35
15,3,11,25,35
15,4,11,25,35
15,5,11,25,35
15,6,11,25,35
15,7,11,25,35
15,8,11,25,35
15,9,11,25,35
15,10,11,25,35
16,1,15,17,2
16,2,15,17,2
16,3,15,17,2
16,4,15,17,2
16,5,15,17,2
16,6,15,17,2
16,7,15,17,2
16,8,15,17,2
16,9,15,17,2
16,10,15,17,2
17,1,36,64,440
17,2,36,64,440
17,3,36,64,440
17,4,36,64,440
17,5,36,64,440
17,6,36,64,440
17,7,36,64,440
17,8,36,64,440
17,9,36,64,440
17,10,36,64,440
18,1,15,28,60
18,2,15,28,60
18,3,15,28,60
18,4,15,28,60
18,5,15,28,60
18,6,15,28,60
18,7,15,28,60
18,8,15,28,60
18,9,15,28,60
18,10,15,28,60
19,1,21,44,114
19,2,21,44,114
19,3,21,44,114
19,4,21,44,114
19,5,21,44,114
19,6,21,44,114
19,7,21,44,114
19,8,21,44,114
19,9,21,44,114
19,10,21,44,114
20,1,29,57,2016
20,2,29,57,2016
20,3,29,57,2016
20,4,29,57,2016
20,5,29,57,2016
20,6,29,57,2016
20,7,29,57,2016
20,8,29,57,2016
20,9,29,57,2016
20,10,29,57,2016
21,1,29,33,5
21,2,29,33,5
21,3,29,33,5
21,4,29,33,5
21,5,29,33,5
21,6,29,33,5
21,7,29,33,5
21,8,29,33,5
21,9,29,33,5
21,10,29,33,5
22,1,14,39,240
22,2,14,39,240
22,3,14,39,240
22,4,14,39,240
22,5,14,39,240
22,6,14,39,240
22,7,14,39,240
22,8,14,39,240
22,9,14,39,240
22,10,14,39,240
23,1,17,31,36
23,2,17,31,36
23,3,17,31,36
23,4,17,31,36
23,5,17,31,36
23,6,17,31,36
23,7,17,31,36
23,8,17,31,36
23,9,17,31,36
23,10,17,31,36
24,1,14,18,4
24,2,14,18,4
24,3,14,18,4
24,4,14,18,4
24,5,14,18,4
24,6,14,18,4
24,7,14,18,4
24,8,14,18,4
24,9,14,18,4
24,10,14,18,4
25,1,13,35,96
25,2,13,35,96
25,3,13,35,96
25,4,13,35,96
25,5,13,35,96
25,6,13,35,96
25,7,13,35,96
25,8,13,35,96
25,9,13,35,96
25,10,13,35,96
26,1,5,6,2
26,2,5,6,2
26,3,5,6,2
26,4,5,6,2
26,5,5,6,2
26,6,5,6,2
26,7,5,6,2
26,8,5,6,2
26,9,5,6,2
26,10,5,6,2
27,1,19,35,108
27,2,19,35,108
27,3,19,35,108
27,4,19,35,108
27,5,19,35,108
27,6,19,35,108
27,7,19,35,108
27,8,19,35,108
27,9,19,35,108
27,10,19,35,108
28,1,16,29,45
28,2,16,29,45
28,3,16,29,45
28,4,16,29,45
28,5,16,29,45
28,6,16,29,45
28,7,16,29,45
28,8,16,29,45
28,9,16,29,45
28,10,16,29,45
29,1,48,87,2288
29,2,48,87,2288
29,3,48,87,2288
29,4,48,87,2288
29,5,48,87,2288
29,6,48,87,2288
29,7,48,87,2288
29,8,48,87,2288
29,9,48,87,2288
29,10,48,87,2288
30,1,9,9,1
30,2,9,9,1
30,3,9,9,1
30,4,9,9,1
30,5,9,9,1
30,6,9,9,1
30,7,9,9,1
30,8,9,9,1
30,9,9,9,1
30,10,9,9,1
31,1,3,5,2
31,2,3,5,2
31,3,3,5,2
31,4,3,5,2
31,5,3,5,2
31,6,3,5,2
31,7,3,5,2
31,8,3,5,2
31,9,3,5,2
31,10,3,5,2
32,1,9,28,50
32,2,9,28,50
32,3,9,28,50
32,4,9,28,50
32,5,9,28,50
32,6,9,28,50
32,7,9,28,50
32,8,9,28,50
32,9,9,28,50
32,10,9,28,50
33,1,7,18,16
33,2,7,18,16
33,3,7,18,16
33,4,7,18,16
33,5,7,18,16
33,6,7,18,16
33,7,7,18,16
33,8,7,18,16
33,9,7,18,16
33,10,7,18,16
34,1,0,0,1
34,2,0,0,1
34,3,0,0,1
34,4,0,0,1
34,5,0,0,1
34,6,0,0,1
34,7,0,0,1
34,8,0,0,1
34,9,0,0,1
34,10,0,0,1
35,1,14,28,11
35,2,14,28,11
35,3,14,28,11
35,4,14,28,11
35,5,14,28,11
35,6,14,28,11
35,7,14,28,11
35,8,14,28,11
35,9,14,28,11
35,10,14,28,11
36,1,17,31,40
36,2,17,31,40
36,3,17,31,40
36,4,17,31,40
36,5,17,31,40
36,6,17,31,40
36,7,17,31,40
36,8,17,31,40
36,9,17,31,40
36,10,17,31,40
37,1,6,8,2
37,2,6,8,2
37,3,6,8,2
37,4,6,8,2
37,5,6,8,2
37,6,6,8,2
37,7,6,8,2
37,8,6,8,2
37,9,6,8,2
37,10,6,8,2
38,1,8,14,6
38,2,8,14,6
38,3,8,14,6
38,4,8,14,6
38,5,8,14,6
38,6,8,14,6
38,7,8,14,6
38,8,8,14,6
38,9,8,14,6
38,10,8,14,6
39,1,NA,NA,NA
40,1,53,89,4608
40,2,53,89,4608
40,3,53,89,4608
40,4,53,89,4608
40,5,53,89,4608
40,6,53,89,4608
40,7,53,89,4608
40,8,53,89,4608
40,9,53,89,4608
40,10,53,89,4608
41,1,55,62,28
41,2,55,62,28
41,3,55,62,28
41,4,55,62,28
41,5,55,62,28
41,6,55,62,28
41,7,55,62,28
41,8,55,62,28
41,9,55,62,28
41,10,55,62,28
42,1,25,27,4
42,2,25,27,4
42,3,25,27,4
42,4,25,27,4
42,5,25,27,4
42,6,25,27,4
42,7,25,27,4
42,8,25,27,4
42,9,25,27,4
42,10,25,27,4
43,1,13,25,40
43,2,13,25,40
43,3,13,25,40
43,4,13,25,40
43,5,13,25,40
43,6,13,25,40
43,7,13,25,40
43,8,13,25,40
43,9,13,25,40
43,10,13,25,40
44,1,28,62,2496
44,2,28,62,2496
44,3,28,62,2496
44,4,28,62,2496
44,5,28,62,2496
44,6,28,62,2496
44,7,28,62,2496
44,8,28,62,2496
44,9,28,62,2496
44,10,28,62,2496
45,1,41,73,2754
45,2,41,73,2754
45,3,41,73,2754
45,4,41,73,2754
45,5,41,73,2754
45,6,41,73,2754
45,7,41,73,2754
45,8,41,73,2754
45,9,41,73,2754
45,10,41,73,2754
46,1,19,21,2
46,2,19,21,2
46,3,19,21,2
46,4,19,21,2
46,5,19,21,2
46,6,19,21,2
46,7,19,21,2
46,8,19,21,2
46,9,19,21,2
46,10,19,21,2
47,1,53,73,120
47,2,53,73,120
47,3,53,73,120
47,4,53,73,120
47,5,53,73,120
47,6,53,73,120
47,7,53,73,120
47,8,53,73,120
47,9,53,73,120
47,10,53,73,120
48,1,22,31,12
48,2,22,31,12
48,3,22,31,12
48,4,22,31,12
48,5,22,31,12
48,6,22,31,12
48,7,22,31,12
48,8,22,31,12
48,9,22,31,12
48,10,22,31,12
49,1,3,3,1
49,2,3,3,1
49,3,3,3,1
49,4,3,3,1
49,5,3,3,1
49,6,3,3,1
49,7,3,3,1
49,8,3,3,1
49,9,3,3,1
49,10,3,3,1
50,1,1,1,1
50,2,1,1,1
50,3,1,1,1
50,4,1,1,1
50,5,1,1,1
50,6,1,1,1
50,7,1,1,1
50,8,1,1,1
50,9,1,1,1
50,10,1,1,1
51,1,7,9,2
51,2,7,9,2
51,3,7,9,2
51,4,7,9,2
51,5,7,9,2
51,6,7,9,2
51,7,7,9,2
51,8,7,9,2
51,9,7,9,2
51,10,7,9,2
52,1,15,38,324
52,2,15,38,324
52,3,15,38,324
52,4,15,38,324
52,5,15,38,324
52,6,15,38,324
52,7,15,38,324
52,8,15,38,324
52,9,15,38,324
52,10,15,38,324
53,1,NA,NA,NA
54,1,20,48,640
54,2,20,48,640
54,3,20,48,640
54,4,20,48,640
54,5,20,48,640
54,6,20,48,640
54,7,20,48,640
54,8,20,48,640
54,9,20,48,640
54,10,20,48,640
55,1,21,45,360
55,2,21,45,360
55,3,21,45,360
55,4,21,45,360
55,5,21,45,360
55,6,21,45,360
55,7,21,45,360
55,8,21,45,360
55,9,21,45,360
55,10,21,45,360
56,1,5,5,1
56,2,5,5,1
56,3,5,5,1
56,4,5,5,1
56,5,5,5,1
56,6,5,5,1
56,7,5,5,1
56,8,5,5,1
56,9,5,5,1
56,10,5,5,1
57,1,17,20,6
57,2,17,20,6
57,3,17,20,6
57,4,17,20,6
57,5,17,20,6
57,6,17,20,6
57,7,17,20,6
57,8,17,20,6
57,9,17,20,6
57,10,17,20,6
58,1,NA,NA,NA
59,1,42,91,10500
59,2,42,91,10500
59,3,42,91,10500
59,4,42,91,10500
59,5,42,91,10500
59,6,42,91,10500
59,7,42,91,10500
59,8,42,91,10500
59,9,42,91,10500
59,10,42,91,10500
60,1,20,53,3600
60,2,20,53,3600
60,3,20,53,3600
60,4,20,53,3600
60,5,20,53,3600
60,6,20,53,3600
60,7,20,53,3600
60,8,20,53,3600
60,9,20,53,3600
60,10,20,53,3600
61,1,66,78,16
61,2,66,78,16
61,3,66,78,16
61,4,66,78,16
61,5,66,78,16
61,6,66,78,16
61,7,66,78,16
61,8,66,78,16
61,9,66,78,16
61,10,66,78,16
62,1,34,81,19700
62,2,34,81,19700
62,3,34,81,19700
62,4,34,81,19700
62,5,34,81,19700
62,6,34,81,19700
62,7,34,81,19700
62,8,34,81,19700
62,9,34,81,19700
62,10,34,81,19700
63,1,1,1,1
63,2,1,1,1
63,3,1,1,1
63,4,1,1,1
63,5,1,1,1
63,6,1,1,1
63,7,1,1,1
63,8,1,1,1
63,9,1,1,1
63,10,1,1,1
64,1,0,0,1
64,2,0,0,1
64,3,0,0,1
64,4,0,0,1
64,5,0,0,1
64,6,0,0,1
64,7,0,0,1
64,8,0,0,1
64,9,0,0,1
64,10,0,0,1
65,1,18,25,32
65,2,18,25,32
65,3,18,25,32
65,4,18,25,32
65,5,18,25,32
65,6,18,25,32
65,7,18,25,32
65,8,18,25,32
65,9,18,25,32
65,10,18,25,32
66,1,2,10,5
66,2,2,10,5
66,3,2,10,5
66,4,2,10,5
66,5,2,10,5
66,6,2,10,5
66,7,2,10,5
66,8,2,10,5
66,9,2,10,5
66,10,2,10,5
67,1,37,76,9504
67,2,37,76,9504
67,3,37,76,9504
67,4,37,76,9504
67,5,37,76,9504
67,6,37,76,9504
67,7,37,76,9504
67,8,37,76,9504
67,9,37,76,9504
67,10,37,76,9504
68,1,11,16,3
68,2,11,16,3
68,3,11,16,3
68,4,11,16,3
68,5,11,16,3
68,6,11,16,3
68,7,11,16,3
68,8,11,16,3
68,9,11,16,3
68,10,11,16,3
69,1,10,10,1
69,2,10,10,1
69,3,10,10,1
69,4,10,10,1
69,5,10,10,1
69,6,10,10,1
69,7,10,10,1
69,8,10,10,1
69,9,10,10,1
69,10,10,10,1
70,1,8,24,21
70,2,8,24,21
70,3,8,24,21
70,4,8,24,21
70,5,8,24,21
70,6,8,24,21
70,7,8,24,21
70,8,8,24,21
70,9,8,24,21
70,10,8,24,21
71,1,21,45,1080
71,2,21,45,1080
71,3,21,45,1080
71,4,21,45,1080
71,5,21,45,1080
71,6,21,45,1080
71,7,21,45,1080
71,8,21,45,1080
71,9,21,45,1080
71,10,21,45,1080
72,1,19,46,728
72,2,19,46,728
72,3,19,46,728
72,4,19,46,728
72,5,19,46,728
72,6,19,46,728
72,7,19,46,728
72,8,19,46,728
72,9,19,46,728
72,10,19,46,728
73,1,5,7,3
73,2,5,7,3
73,3,5,7,3
73,4,5,7,3
73,5,5,7,3
73,6,5,7,3
73,7,5,7,3
73,8,5,7,3
73,9,5,7,3
73,10,5,7,3
74,1,1,1,1
74,2,1,1,1
74,3,1,1,1
74,4,1,1,1
74,5,1,1,1
74,6,1,1,1
74,7,1,1,1
74,8,1,1,1
74,9,1,1,1
74,10,1,1,1
75,1,9,24,16
75,2,9,24,16
75,3,9,24,16
75,4,9,24,16
75,5,9,24,16
75,6,9,24,16
75,7,9,24,16
75,8,9,24,16
75,9,9,24,16
75,10,9,24,16
76,1,20,41,45
76,2,20,41,45
76,3,20,41,45
76,4,20,41,45
76,5,20,41,45
76,6,20,41,45
76,7,20,41,45
76,8,20,41,45
76,9,20,41,45
76,10,20,41,45
77,1,13,16,4
77,2,13,16,4
77,3,13,16,4
77,4,13,16,4
77,5,13,16,4
77,6,13,16,4
77,7,13,16,4
77,8,13,16,4
77,9,13,16,4
77,10,13,16,4
78,1,47,53,8
78,2,47,53,8
78,3,47,53,8
78,4,47,53,8
78,5,47,53,8
78,6,47,53,8
78,7,47,53,8
78,8,47,53,8
78,9,47,53,8
78,10,47,53,8
79,1,NA,NA,NA
80,1,26,44,128
80,2,26,44,128
80,3,26,44,128
80,4,26,44,128
80,5,26,44,128
80,6,26,44,128
80,7,26,44,128
80,8,26,44,128
80,9,26,44,128
80,10,26,44,128
81,1,12,23,55
81,2,12,23,55
81,3,12,23,55
81,4,12,23,55
81,5,12,23,55
81,6,12,23,55
81,7,12,23,55
81,8,12,23,55
81,9,12,23,55
81,10,12,23,55
82,1,27,63,696
82,2,27,63,696
82,3,27,63,696
82,4,27,63,696
82,5,27,63,696
82,6,27,63,696
82,7,27,63,696
82,8,27,63,696
82,9,27,63,696
82,10,27,63,696
83,1,NA,NA,NA
84,1,0,0,1
84,2,0,0,1
84,3,0,0,1
84,4,0,0,1
84,5,0,0,1
84,6,0,0,1
84,7,0,0,1
84,8,0,0,1
84,9,0,0,1
84,10,0,0,1
85,1,29,40,18
85,2,29,40,18
85,3,29,40,18
85,4,29,40,18
85,5,29,40,18
85,6,29,40,18
85,7,29,40,18
85,8,29,40,18
85,9,29,40,18
85,10,29,40,18
86,1,22,30,27
86,2,22,30,27
86,3,22,30,27
86,4,22,30,27
86,5,22,30,27
86,6,22,30,27
86,7,22,30,27
86,8,22,30,27
86,9,22,30,27
86,10,22,30,27
87,1,20,20,1
87,2,20,20,1
87,3,20,20,1
87,4,20,20,1
87,5,20,20,1
87,6,20,20,1
87,7,20,20,1
87,8,20,20,1
87,9,20,20,1
87,10,20,20,1
88,1,28,42,216
88,2,28,42,216
88,3,28,42,216
88,4,28,42,216
88,5,28,42,216
88,6,28,42,216
88,7,28,42,216
88,8,28,42,216
88,9,28,42,216
88,10,28,42,216
89,1,NA,NA,NA
90,1,12,30,35
90,2,12,30,35
90,3,12,30,35
90,4,12,30,35
90,5,12,30,35
90,6,12,30,35
90,7,12,30,35
90,8,12,30,35
90,9,12,30,35
90,10,12,30,35
91,1,19,46,540
91,2,19,46,540
91,3,19,46,540
91,4,19,46,540
91,5,19,46,540
91,6,19,46,540
91,7,19,46,540
91,8,19,46,540
91,9,19,46,540
91,10,19,46,540
92,1,4,8,6
92,2,4,8,6
92,3,4,8,6
92,4,4,8,6
92,5,4,8,6
92,6,4,8,6
92,7,4,8,6
92,8,4,8,6
92,9,4,8,6
92,10,4,8,6
93,1,7,17,5
93,2,7,17,5
93,3,7,17,5
93,4,7,17,5
93,5,7,17,5
93,6,7,17,5
93,7,7,17,5
93,8,7,17,5
93,9,7,17,5
93,10,7,17,5
94,1,8,21,25
94,2,8,21,25
94,3,8,21,25
94,4,8,21,25
94,5,8,21,25
94,6,8,21,25
94,7,8,21,25
94,8,8,21,25
94,9,8,21,25
94,10,8,21,25
95,1,NA,NA,NA
96,1,31,69,6144
96,2,31,69,6144
96,3,31,69,6144
96,4,31,69,6144
96,5,31,69,6144
96,6,31,69,6144
96,7,31,69,6144
96,8,31,69,6144
96,9,31,69,6144
96,10,31,69,6144
97,1,NA,NA,NA
98,1,16,29,36
98,2,16,29,36
98,3,16,29,36
98,4,16,29,36
98,5,16,29,36
98,6,16,29,36
98,7,16,29,36
98,8,16,29,36
98,9,16,29,36
98,10,16,29,36
99,1,19,29,36
99,2,19,29,36
99,3,19,29,36
99,4,19,29,36
99,5,19,29,36
99,6,19,29,36
99,7,19,29,36
99,8,19,29,36
99,9,19,29,36
99,10,19,29,36
