Signature,Time Spent
0,4.198423385620117
1,0.622246503829956
2,0.7278790473937988
3,0.681086540222168
4,0.6140265464782715
5,34.29860997200012
6,0.9347567558288574
7,0.7337384223937988
8,0.5860869884490967
9,62.81446719169617
10,0.8134491443634033
11,0.6113595962524414
12,0.8236911296844482
13,0.7195119857788086
14,NA
15,0.7261066436767578
16,2.4435689449310303
17,2.3334169387817383
18,0.5405027866363525
19,0.7142877578735352
20,0.545478105545044
21,0.7727384567260742
22,NA
23,0.5390253067016602
24,0.5918309688568115
25,0.48835062980651855
26,0.7541961669921875
27,0.6158297061920166
28,0.6067261695861816
29,23.26254153251648
30,0.6273658275604248
31,3.102203369140625
32,0.5339300632476807
33,0.952709436416626
34,278.1122088432312
35,0.5254414081573486
36,NA
37,0.48410677909851074
38,0.49306535720825195
39,0.6498713493347168
40,20.74671173095703
41,97.83840274810791
42,0.5096540451049805
43,0.46689653396606445
44,166.9946253299713
45,0.4334888458251953
46,1.7621822357177734
47,0.5986511707305908
48,0.4817695617675781
49,0.4357166290283203
50,NA
51,NA
52,0.9679896831512451
53,2.843489646911621
54,0.7115514278411865
55,0.6078145503997803
56,0.6586651802062988
57,0.5414283275604248
58,0.6412158012390137
59,0.5422086715698242
60,0.9433667659759521
61,2.6702005863189697
62,0.6860857009887695
63,0.7394835948944092
64,9.959087133407593
65,0.7229821681976318
66,0.7065443992614746
67,0.962421178817749
68,0.7322239875793457
69,7.384598255157471
70,0.6025705337524414
71,0.9631247520446777
72,0.8107450008392334
73,217.8731186389923
74,2.4591293334960938
75,1.5760471820831299
76,NA
77,260.90110898017883
78,0.6610932350158691
79,2.374124050140381
80,0.6746060848236084
81,0.6703536510467529
82,0.6455714702606201
83,0.5963335037231445
84,NA
85,0.7211058139801025
86,1.0175955295562744
87,1.0122859477996826
88,NA
89,1.2358274459838867
90,0.7856636047363281
91,6.788934946060181
92,NA
93,0.7001144886016846
94,1.4181647300720215
95,0.5505964756011963
96,0.6957709789276123
97,NA
98,NA
99,7.5418713092803955
