Signature,Time Spent
0,0.8055944442749023
1,0.7098071575164795
2,1.9236326217651367
3,96.69016623497009
4,0.7196979522705078
5,42.14165544509888
6,0.7256042957305908
7,0.4499936103820801
8,0.683476448059082
9,0.6479673385620117
10,0.6046404838562012
11,0.5678083896636963
12,0.6169757843017578
13,0.5597870349884033
14,0.6428737640380859
15,0.7060017585754395
16,0.612480640411377
17,2.6499698162078857
18,0.7170922756195068
19,0.8256726264953613
20,0.826277494430542
21,0.6504974365234375
22,0.915778398513794
23,0.6952235698699951
24,0.7086994647979736
25,0.9579024314880371
26,0.5474164485931396
27,0.48644042015075684
28,0.746605634689331
29,4.965224742889404
30,0.5564355850219727
31,0.5526444911956787
32,0.9839363098144531
33,0.6053056716918945
34,0.43777942657470703
35,0.7362580299377441
36,0.6454517841339111
37,0.539921760559082
38,0.633765459060669
39,NA
40,1.5208735466003418
41,0.7784016132354736
42,0.6558406352996826
43,0.6735279560089111
44,97.32693076133728
45,7.849580526351929
46,0.6380553245544434
47,1.1045012474060059
48,0.6644954681396484
49,0.49176573753356934
50,0.4549374580383301
51,0.5664422512054443
52,0.5885920524597168
53,NA
54,2.867527961730957
55,0.9096829891204834
56,0.4853677749633789
57,0.6240544319152832
58,NA
59,343.6665644645691
60,13.281151533126831
61,0.8243062496185303
62,300.45106840133667
63,0.449251651763916
64,0.4376077651977539
65,0.683281660079956
66,0.6087658405303955
67,38.71769332885742
68,0.6571972370147705
69,0.6233751773834229
70,0.6238582134246826
71,1.023130178451538
72,0.6863431930541992
73,0.6181221008300781
74,0.45316600799560547
75,0.7957711219787598
76,0.8297038078308105
77,0.68560791015625
78,0.5600380897521973
79,NA
80,0.7752244472503662
81,0.6764709949493408
82,1.7534685134887695
83,48.68331837654114
84,0.42139697074890137
85,0.7291269302368164
86,0.6833364963531494
87,0.5916459560394287
88,0.8124914169311523
89,NA
90,1.1345155239105225
91,1.3824381828308105
92,0.6061403751373291
93,0.6108388900756836
94,0.6351804733276367
95,NA
96,55.13258624076843
97,347.97360014915466
98,0.6750118732452393
99,0.6903319358825684
