Signature,Iteration,First Minimal Module Size,Union of All Module Size,Number of Minimal Modules
37,1,NA,NA,NA
38,1,45,60,144
38,2,45,60,144
38,3,45,60,144
38,4,45,60,144
38,5,45,60,144
38,6,45,60,144
38,7,45,60,144
38,8,45,60,144
38,9,45,60,144
38,10,45,60,144
39,1,22,36,540
39,2,22,36,540
39,3,22,36,540
39,4,22,36,540
39,5,22,36,540
39,6,22,36,540
39,7,22,36,540
39,8,22,36,540
39,9,22,36,540
39,10,22,36,540
40,1,29,36,12
40,2,29,36,12
40,3,29,36,12
40,4,29,36,12
40,5,29,36,12
40,6,29,36,12
40,7,29,36,12
40,8,29,36,12
40,9,29,36,12
40,10,29,36,12
41,1,6,15,5
41,2,6,15,5
41,3,6,15,5
41,4,6,15,5
41,5,6,15,5
41,6,6,15,5
41,7,6,15,5
41,8,6,15,5
41,9,6,15,5
41,10,6,15,5
42,1,0,0,1
42,2,0,0,1
42,3,0,0,1
42,4,0,0,1
42,5,0,0,1
42,6,0,0,1
42,7,0,0,1
42,8,0,0,1
42,9,0,0,1
42,10,0,0,1
43,1,NA,NA,NA
44,1,14,30,45
44,2,14,30,45
44,3,14,30,45
44,4,14,30,45
44,5,14,30,45
44,6,14,30,45
44,7,14,30,45
44,8,14,30,45
44,9,14,30,45
44,10,14,30,45
45,1,18,36,140
45,2,18,36,140
45,3,18,36,140
45,4,18,36,140
45,5,18,36,140
45,6,18,36,140
45,7,18,36,140
45,8,18,36,140
45,9,18,36,140
45,10,18,36,140
46,1,25,35,32
46,2,25,35,32
46,3,25,35,32
46,4,25,35,32
46,5,25,35,32
46,6,25,35,32
46,7,25,35,32
46,8,25,35,32
46,9,25,35,32
46,10,25,35,32
47,1,13,14,2
47,2,13,14,2
47,3,13,14,2
47,4,13,14,2
47,5,13,14,2
47,6,13,14,2
47,7,13,14,2
47,8,13,14,2
47,9,13,14,2
47,10,13,14,2
48,1,60,97,13440
48,2,60,97,13440
48,3,60,97,13440
48,4,60,97,13440
48,5,60,97,13440
48,6,60,97,13440
48,7,60,97,13440
48,8,60,97,13440
48,9,60,97,13440
48,10,60,97,13440
49,1,18,32,96
49,2,18,32,96
49,3,18,32,96
49,4,18,32,96
49,5,18,32,96
49,6,18,32,96
49,7,18,32,96
49,8,18,32,96
49,9,18,32,96
49,10,18,32,96
50,1,NA,NA,NA
51,1,3,5,2
51,2,3,5,2
51,3,3,5,2
51,4,3,5,2
51,5,3,5,2
51,6,3,5,2
51,7,3,5,2
51,8,3,5,2
51,9,3,5,2
51,10,3,5,2
52,1,20,22,4
52,2,20,22,4
52,3,20,22,4
52,4,20,22,4
52,5,20,22,4
52,6,20,22,4
52,7,20,22,4
52,8,20,22,4
52,9,20,22,4
52,10,20,22,4
53,1,46,59,16
53,2,46,59,16
53,3,46,59,16
53,4,46,59,16
53,5,46,59,16
53,6,46,59,16
53,7,46,59,16
53,8,46,59,16
53,9,46,59,16
53,10,46,59,16
54,1,43,50,16
54,2,43,50,16
54,3,43,50,16
54,4,43,50,16
54,5,43,50,16
54,6,43,50,16
54,7,43,50,16
54,8,43,50,16
54,9,43,50,16
54,10,43,50,16
55,1,22,57,7938
55,2,22,57,7938
55,3,22,57,7938
55,4,22,57,7938
55,5,22,57,7938
55,6,22,57,7938
55,7,22,57,7938
55,8,22,57,7938
55,9,22,57,7938
55,10,22,57,7938
56,1,31,37,8
56,2,31,37,8
56,3,31,37,8
56,4,31,37,8
56,5,31,37,8
56,6,31,37,8
56,7,31,37,8
56,8,31,37,8
56,9,31,37,8
56,10,31,37,8
57,1,34,39,8
57,2,34,39,8
57,3,34,39,8
57,4,34,39,8
57,5,34,39,8
57,6,34,39,8
57,7,34,39,8
57,8,34,39,8
57,9,34,39,8
57,10,34,39,8
58,1,8,8,1
58,2,8,8,1
58,3,8,8,1
58,4,8,8,1
58,5,8,8,1
58,6,8,8,1
58,7,8,8,1
58,8,8,8,1
58,9,8,8,1
58,10,8,8,1
59,1,13,17,4
59,2,13,17,4
59,3,13,17,4
59,4,13,17,4
59,5,13,17,4
59,6,13,17,4
59,7,13,17,4
59,8,13,17,4
59,9,13,17,4
59,10,13,17,4
60,1,22,31,36
60,2,22,31,36
60,3,22,31,36
60,4,22,31,36
60,5,22,31,36
60,6,22,31,36
60,7,22,31,36
60,8,22,31,36
60,9,22,31,36
60,10,22,31,36
61,1,10,34,13
61,2,10,34,13
61,3,10,34,13
61,4,10,34,13
61,5,10,34,13
61,6,10,34,13
61,7,10,34,13
61,8,10,34,13
61,9,10,34,13
61,10,10,34,13
62,1,4,4,1
62,2,4,4,1
62,3,4,4,1
62,4,4,4,1
62,5,4,4,1
62,6,4,4,1
62,7,4,4,1
62,8,4,4,1
62,9,4,4,1
62,10,4,4,1
63,1,18,27,12
63,2,18,27,12
63,3,18,27,12
63,4,18,27,12
63,5,18,27,12
63,6,18,27,12
63,7,18,27,12
63,8,18,27,12
63,9,18,27,12
63,10,18,27,12
64,1,6,8,3
64,2,6,8,3
64,3,6,8,3
64,4,6,8,3
64,5,6,8,3
64,6,6,8,3
64,7,6,8,3
64,8,6,8,3
64,9,6,8,3
64,10,6,8,3
65,1,NA,NA,NA
66,1,NA,NA,NA
67,1,13,19,5
67,2,13,19,5
67,3,13,19,5
67,4,13,19,5
67,5,13,19,5
67,6,13,19,5
67,7,13,19,5
67,8,13,19,5
67,9,13,19,5
67,10,13,19,5
68,1,33,48,54
68,2,33,48,54
68,3,33,48,54
68,4,33,48,54
68,5,33,48,54
68,6,33,48,54
68,7,33,48,54
68,8,33,48,54
68,9,33,48,54
68,10,33,48,54
69,1,2,2,1
69,2,2,2,1
69,3,2,2,1
69,4,2,2,1
69,5,2,2,1
69,6,2,2,1
69,7,2,2,1
69,8,2,2,1
69,9,2,2,1
69,10,2,2,1
70,1,34,34,1
70,2,34,34,1
70,3,34,34,1
70,4,34,34,1
70,5,34,34,1
70,6,34,34,1
70,7,34,34,1
70,8,34,34,1
70,9,34,34,1
70,10,34,34,1
71,1,NA,NA,NA
72,1,NA,NA,NA
73,1,20,36,72
73,2,20,36,72
73,3,20,36,72
73,4,20,36,72
73,5,20,36,72
73,6,20,36,72
73,7,20,36,72
73,8,20,36,72
73,9,20,36,72
73,10,20,36,72
74,1,6,6,1
74,2,6,6,1
74,3,6,6,1
74,4,6,6,1
74,5,6,6,1
74,6,6,6,1
74,7,6,6,1
74,8,6,6,1
74,9,6,6,1
74,10,6,6,1
75,1,38,52,132
75,2,38,52,132
75,3,38,52,132
75,4,38,52,132
75,5,38,52,132
75,6,38,52,132
75,7,38,52,132
75,8,38,52,132
75,9,38,52,132
75,10,38,52,132
76,1,38,88,14976
76,2,38,88,14976
76,3,38,88,14976
76,4,38,88,14976
76,5,38,88,14976
76,6,38,88,14976
76,7,38,88,14976
76,8,38,88,14976
76,9,38,88,14976
76,10,38,88,14976
77,1,30,44,24
77,2,30,44,24
77,3,30,44,24
77,4,30,44,24
77,5,30,44,24
77,6,30,44,24
77,7,30,44,24
77,8,30,44,24
77,9,30,44,24
77,10,30,44,24
78,1,16,27,56
78,2,16,27,56
78,3,16,27,56
78,4,16,27,56
78,5,16,27,56
78,6,16,27,56
78,7,16,27,56
78,8,16,27,56
78,9,16,27,56
78,10,16,27,56
79,1,32,64,1680
79,2,32,64,1680
79,3,32,64,1680
79,4,32,64,1680
79,5,32,64,1680
79,6,32,64,1680
79,7,32,64,1680
79,8,32,64,1680
79,9,32,64,1680
79,10,32,64,1680
80,1,12,14,4
80,2,12,14,4
80,3,12,14,4
80,4,12,14,4
80,5,12,14,4
80,6,12,14,4
80,7,12,14,4
80,8,12,14,4
80,9,12,14,4
80,10,12,14,4
81,1,15,27,12
81,2,15,27,12
81,3,15,27,12
81,4,15,27,12
81,5,15,27,12
81,6,15,27,12
81,7,15,27,12
81,8,15,27,12
81,9,15,27,12
81,10,15,27,12
82,1,9,10,2
82,2,9,10,2
82,3,9,10,2
82,4,9,10,2
82,5,9,10,2
82,6,9,10,2
82,7,9,10,2
82,8,9,10,2
82,9,9,10,2
82,10,9,10,2
83,1,18,34,96
83,2,18,34,96
83,3,18,34,96
83,4,18,34,96
83,5,18,34,96
83,6,18,34,96
83,7,18,34,96
83,8,18,34,96
83,9,18,34,96
83,10,18,34,96
84,1,13,22,24
84,2,13,22,24
84,3,13,22,24
84,4,13,22,24
84,5,13,22,24
84,6,13,22,24
84,7,13,22,24
84,8,13,22,24
84,9,13,22,24
84,10,13,22,24
85,1,21,50,64
85,2,21,50,64
85,3,21,50,64
85,4,21,50,64
85,5,21,50,64
85,6,21,50,64
85,7,21,50,64
85,8,21,50,64
85,9,21,50,64
85,10,21,50,64
86,1,4,4,1
86,2,4,4,1
86,3,4,4,1
86,4,4,4,1
86,5,4,4,1
86,6,4,4,1
86,7,4,4,1
86,8,4,4,1
86,9,4,4,1
86,10,4,4,1
87,1,19,24,6
87,2,19,24,6
87,3,19,24,6
87,4,19,24,6
87,5,19,24,6
87,6,19,24,6
87,7,19,24,6
87,8,19,24,6
87,9,19,24,6
87,10,19,24,6
88,1,26,31,4
88,2,26,31,4
88,3,26,31,4
88,4,26,31,4
88,5,26,31,4
88,6,26,31,4
88,7,26,31,4
88,8,26,31,4
88,9,26,31,4
88,10,26,31,4
89,1,24,40,90
89,2,24,40,90
89,3,24,40,90
89,4,24,40,90
89,5,24,40,90
89,6,24,40,90
89,7,24,40,90
89,8,24,40,90
89,9,24,40,90
89,10,24,40,90
90,1,15,28,170
90,2,15,28,170
90,3,15,28,170
90,4,15,28,170
90,5,15,28,170
90,6,15,28,170
90,7,15,28,170
90,8,15,28,170
90,9,15,28,170
90,10,15,28,170
91,1,7,7,1
91,2,7,7,1
91,3,7,7,1
91,4,7,7,1
91,5,7,7,1
91,6,7,7,1
91,7,7,7,1
91,8,7,7,1
91,9,7,7,1
91,10,7,7,1
92,1,26,52,720
92,2,26,52,720
92,3,26,52,720
92,4,26,52,720
92,5,26,52,720
92,6,26,52,720
92,7,26,52,720
92,8,26,52,720
92,9,26,52,720
92,10,26,52,720
93,1,3,3,1
93,2,3,3,1
93,3,3,3,1
93,4,3,3,1
93,5,3,3,1
93,6,3,3,1
93,7,3,3,1
93,8,3,3,1
93,9,3,3,1
93,10,3,3,1
94,1,NA,NA,NA
95,1,14,24,52
95,2,14,24,52
95,3,14,24,52
95,4,14,24,52
95,5,14,24,52
95,6,14,24,52
95,7,14,24,52
95,8,14,24,52
95,9,14,24,52
95,10,14,24,52
96,1,24,53,720
96,2,24,53,720
96,3,24,53,720
96,4,24,53,720
96,5,24,53,720
96,6,24,53,720
96,7,24,53,720
96,8,24,53,720
96,9,24,53,720
96,10,24,53,720
97,1,NA,NA,NA
98,1,22,40,540
98,2,22,40,540
98,3,22,40,540
98,4,22,40,540
98,5,22,40,540
98,6,22,40,540
98,7,22,40,540
98,8,22,40,540
98,9,22,40,540
98,10,22,40,540
99,1,32,49,90
99,2,32,49,90
99,3,32,49,90
99,4,32,49,90
99,5,32,49,90
99,6,32,49,90
99,7,32,49,90
99,8,32,49,90
99,9,32,49,90
99,10,32,49,90
