Signature,Average Minimal Module Size,Union of All Module Size,Number of Minimal Modules
27-5,12.0,15,4
27-6,12.0,15,4
27-7,12.0,15,4
27-8,12.0,15,4
27-9,12.0,15,4
27-10,12.0,15,4
28-1,21.5,25,4
28-2,21.5,25,4
28-3,21.5,25,4
28-4,21.5,25,4
28-5,21.5,25,4
28-6,21.5,25,4
28-7,21.5,25,4
28-8,21.5,25,4
28-9,21.5,25,4
28-10,21.5,25,4
29-1,21.872463768115942,47,345
29-2,21.872463768115942,47,345
29-3,21.872463768115942,47,345
29-4,21.872463768115942,47,345
29-5,21.872463768115942,47,345
29-6,21.872463768115942,47,345
29-7,21.872463768115942,47,345
29-8,21.872463768115942,47,345
29-9,21.872463768115942,47,345
29-10,21.872463768115942,47,345
30,NA,NA,NA
31-1,13.637931034482758,33,58
31-2,13.637931034482758,33,58
31-3,13.637931034482758,33,58
31-4,13.637931034482758,33,58
31-5,13.637931034482758,33,58
31-6,13.637931034482758,33,58
31-7,13.637931034482758,33,58
31-8,13.637931034482758,33,58
31-9,13.637931034482758,33,58
31-10,13.637931034482758,33,58
32-1,5.5,11,6
32-2,5.5,11,6
32-3,5.5,11,6
32-4,5.5,11,6
32-5,5.5,11,6
32-6,5.5,11,6
32-7,5.5,11,6
32-8,5.5,11,6
32-9,5.5,11,6
32-10,5.5,11,6
33-1,42.0,77,720
33-2,42.0,77,720
33-3,42.0,77,720
33-4,42.0,77,720
33-5,42.0,77,720
33-6,42.0,77,720
33-7,42.0,77,720
33-8,42.0,77,720
33-9,42.0,77,720
33-10,42.0,77,720
34-1,17.0,22,6
34-2,17.0,22,6
34-3,17.0,22,6
34-4,17.0,22,6
34-5,17.0,22,6
34-6,17.0,22,6
34-7,17.0,22,6
34-8,17.0,22,6
34-9,17.0,22,6
34-10,17.0,22,6
35-1,7.25,14,12
35-2,7.25,14,12
35-3,7.25,14,12
35-4,7.25,14,12
35-5,7.25,14,12
35-6,7.25,14,12
35-7,7.25,14,12
35-8,7.25,14,12
35-9,7.25,14,12
35-10,7.25,14,12
36-1,34.5,43,16
36-2,34.5,43,16
36-3,34.5,43,16
36-4,34.5,43,16
36-5,34.5,43,16
36-6,34.5,43,16
36-7,34.5,43,16
36-8,34.5,43,16
36-9,34.5,43,16
36-10,34.5,43,16
37-1,2.0,2,1
37-2,2.0,2,1
37-3,2.0,2,1
37-4,2.0,2,1
37-5,2.0,2,1
37-6,2.0,2,1
37-7,2.0,2,1
37-8,2.0,2,1
37-9,2.0,2,1
37-10,2.0,2,1
38-1,19.928571428571427,32,140
38-2,19.928571428571427,32,140
38-3,19.928571428571427,32,140
38-4,19.928571428571427,32,140
38-5,19.928571428571427,32,140
38-6,19.928571428571427,32,140
38-7,19.928571428571427,32,140
38-8,19.928571428571427,32,140
38-9,19.928571428571427,32,140
38-10,19.928571428571427,32,140
39,NA,NA,NA
40,NA,NA,NA
41-1,2.0,5,4
41-2,2.0,5,4
41-3,2.0,5,4
41-4,2.0,5,4
41-5,2.0,5,4
41-6,2.0,5,4
41-7,2.0,5,4
41-8,2.0,5,4
41-9,2.0,5,4
41-10,2.0,5,4
42-1,13.333333333333334,16,3
42-2,13.333333333333334,16,3
42-3,13.333333333333334,16,3
42-4,13.333333333333334,16,3
42-5,13.333333333333334,16,3
42-6,13.333333333333334,16,3
42-7,13.333333333333334,16,3
42-8,13.333333333333334,16,3
42-9,13.333333333333334,16,3
42-10,13.333333333333334,16,3
43-1,7.5,13,4
43-2,7.5,13,4
43-3,7.5,13,4
43-4,7.5,13,4
43-5,7.5,13,4
43-6,7.5,13,4
43-7,7.5,13,4
43-8,7.5,13,4
43-9,7.5,13,4
43-10,7.5,13,4
44,NA,NA,NA
45-1,18.714285714285715,30,28
45-2,18.714285714285715,30,28
45-3,18.714285714285715,30,28
45-4,18.714285714285715,30,28
45-5,18.714285714285715,30,28
45-6,18.714285714285715,30,28
45-7,18.714285714285715,30,28
45-8,18.714285714285715,30,28
45-9,18.714285714285715,30,28
45-10,18.714285714285715,30,28
46-1,8.416666666666666,27,48
46-2,8.416666666666666,27,48
46-3,8.416666666666666,27,48
46-4,8.416666666666666,27,48
46-5,8.416666666666666,27,48
46-6,8.416666666666666,27,48
46-7,8.416666666666666,27,48
46-8,8.416666666666666,27,48
46-9,8.416666666666666,27,48
46-10,8.416666666666666,27,48
47-1,20.666666666666668,25,6
47-2,20.666666666666668,25,6
47-3,20.666666666666668,25,6
47-4,20.666666666666668,25,6
47-5,20.666666666666668,25,6
47-6,20.666666666666668,25,6
47-7,20.666666666666668,25,6
47-8,20.666666666666668,25,6
47-9,20.666666666666668,25,6
47-10,20.666666666666668,25,6
48-1,18.5,33,36
48-2,18.5,33,36
48-3,18.5,33,36
48-4,18.5,33,36
48-5,18.5,33,36
48-6,18.5,33,36
48-7,18.5,33,36
48-8,18.5,33,36
48-9,18.5,33,36
48-10,18.5,33,36
49-1,15.5,18,2
49-2,15.5,18,2
49-3,15.5,18,2
49-4,15.5,18,2
49-5,15.5,18,2
49-6,15.5,18,2
49-7,15.5,18,2
49-8,15.5,18,2
49-9,15.5,18,2
49-10,15.5,18,2
50-1,11.777777777777779,27,54
50-2,11.777777777777779,27,54
50-3,11.777777777777779,27,54
50-4,11.777777777777779,27,54
50-5,11.777777777777779,27,54
50-6,11.777777777777779,27,54
50-7,11.777777777777779,27,54
50-8,11.777777777777779,27,54
50-9,11.777777777777779,27,54
50-10,11.777777777777779,27,54
51-1,31.843589743589742,56,1950
51-2,31.843589743589742,56,1950
51-3,31.843589743589742,56,1950
51-4,31.843589743589742,56,1950
51-5,31.843589743589742,56,1950
51-6,31.843589743589742,56,1950
51-7,31.843589743589742,56,1950
51-8,31.843589743589742,56,1950
51-9,31.843589743589742,56,1950
51-10,31.843589743589742,56,1950
52-1,26.5,32,8
52-2,26.5,32,8
52-3,26.5,32,8
52-4,26.5,32,8
52-5,26.5,32,8
52-6,26.5,32,8
52-7,26.5,32,8
52-8,26.5,32,8
52-9,26.5,32,8
52-10,26.5,32,8
53-1,22.666666666666668,32,12
53-2,22.666666666666668,32,12
53-3,22.666666666666668,32,12
53-4,22.666666666666668,32,12
53-5,22.666666666666668,32,12
53-6,22.666666666666668,32,12
53-7,22.666666666666668,32,12
53-8,22.666666666666668,32,12
53-9,22.666666666666668,32,12
53-10,22.666666666666668,32,12
54-1,25.128205128205128,48,624
54-2,25.128205128205128,48,624
54-3,25.128205128205128,48,624
54-4,25.128205128205128,48,624
54-5,25.128205128205128,48,624
54-6,25.128205128205128,48,624
54-7,25.128205128205128,48,624
54-8,25.128205128205128,48,624
54-9,25.128205128205128,48,624
54-10,25.128205128205128,48,624
55-1,17.5,19,2
55-2,17.5,19,2
55-3,17.5,19,2
55-4,17.5,19,2
55-5,17.5,19,2
55-6,17.5,19,2
55-7,17.5,19,2
55-8,17.5,19,2
55-9,17.5,19,2
55-10,17.5,19,2
56-1,22.783333333333335,52,960
56-2,22.783333333333335,52,960
56-3,22.783333333333335,52,960
56-4,22.783333333333335,52,960
56-5,22.783333333333335,52,960
56-6,22.783333333333335,52,960
56-7,22.783333333333335,52,960
56-8,22.783333333333335,52,960
56-9,22.783333333333335,52,960
56-10,22.783333333333335,52,960
57-1,27.333333333333332,35,9
57-2,27.333333333333332,35,9
57-3,27.333333333333332,35,9
57-4,27.333333333333332,35,9
57-5,27.333333333333332,35,9
57-6,27.333333333333332,35,9
57-7,27.333333333333332,35,9
57-8,27.333333333333332,35,9
57-9,27.333333333333332,35,9
57-10,27.333333333333332,35,9
58-1,23.666666666666668,37,24
58-2,23.666666666666668,37,24
58-3,23.666666666666668,37,24
58-4,23.666666666666668,37,24
58-5,23.666666666666668,37,24
58-6,23.666666666666668,37,24
58-7,23.666666666666668,37,24
58-8,23.666666666666668,37,24
58-9,23.666666666666668,37,24
58-10,23.666666666666668,37,24
59-1,8.0,9,2
59-2,8.0,9,2
59-3,8.0,9,2
59-4,8.0,9,2
59-5,8.0,9,2
59-6,8.0,9,2
59-7,8.0,9,2
59-8,8.0,9,2
59-9,8.0,9,2
59-10,8.0,9,2
60-1,11.333333333333334,15,3
60-2,11.333333333333334,15,3
60-3,11.333333333333334,15,3
60-4,11.333333333333334,15,3
60-5,11.333333333333334,15,3
60-6,11.333333333333334,15,3
60-7,11.333333333333334,15,3
60-8,11.333333333333334,15,3
60-9,11.333333333333334,15,3
60-10,11.333333333333334,15,3
61-1,5.333333333333333,8,3
61-2,5.333333333333333,8,3
61-3,5.333333333333333,8,3
61-4,5.333333333333333,8,3
61-5,5.333333333333333,8,3
61-6,5.333333333333333,8,3
61-7,5.333333333333333,8,3
61-8,5.333333333333333,8,3
61-9,5.333333333333333,8,3
61-10,5.333333333333333,8,3
62,NA,NA,NA
63-1,21.0,25,8
63-2,21.0,25,8
63-3,21.0,25,8
63-4,21.0,25,8
63-5,21.0,25,8
63-6,21.0,25,8
63-7,21.0,25,8
63-8,21.0,25,8
63-9,21.0,25,8
63-10,21.0,25,8
64-1,6.0,6,1
64-2,6.0,6,1
64-3,6.0,6,1
64-4,6.0,6,1
64-5,6.0,6,1
64-6,6.0,6,1
64-7,6.0,6,1
64-8,6.0,6,1
64-9,6.0,6,1
64-10,6.0,6,1
65-1,20.0,27,16
65-2,20.0,27,16
65-3,20.0,27,16
65-4,20.0,27,16
65-5,20.0,27,16
65-6,20.0,27,16
65-7,20.0,27,16
65-8,20.0,27,16
65-9,20.0,27,16
65-10,20.0,27,16
66-1,61.31818181818182,77,352
66-2,61.31818181818182,77,352
66-3,61.31818181818182,77,352
66-4,61.31818181818182,77,352
66-5,61.31818181818182,77,352
66-6,61.31818181818182,77,352
66-7,61.31818181818182,77,352
66-8,61.31818181818182,77,352
66-9,61.31818181818182,77,352
66-10,61.31818181818182,77,352
67-1,20.0,38,576
67-2,20.0,38,576
67-3,20.0,38,576
67-4,20.0,38,576
67-5,20.0,38,576
67-6,20.0,38,576
67-7,20.0,38,576
67-8,20.0,38,576
67-9,20.0,38,576
67-10,20.0,38,576
68-1,9.571428571428571,19,7
68-2,9.571428571428571,19,7
68-3,9.571428571428571,19,7
68-4,9.571428571428571,19,7
68-5,9.571428571428571,19,7
68-6,9.571428571428571,19,7
68-7,9.571428571428571,19,7
68-8,9.571428571428571,19,7
68-9,9.571428571428571,19,7
68-10,9.571428571428571,19,7
69-1,0.0,0,1
69-2,0.0,0,1
69-3,0.0,0,1
69-4,0.0,0,1
69-5,0.0,0,1
69-6,0.0,0,1
69-7,0.0,0,1
69-8,0.0,0,1
69-9,0.0,0,1
69-10,0.0,0,1
70-1,3.5,5,2
70-2,3.5,5,2
70-3,3.5,5,2
70-4,3.5,5,2
70-5,3.5,5,2
70-6,3.5,5,2
70-7,3.5,5,2
70-8,3.5,5,2
70-9,3.5,5,2
70-10,3.5,5,2
71-1,12.333333333333334,26,24
71-2,12.333333333333334,26,24
71-3,12.333333333333334,26,24
71-4,12.333333333333334,26,24
71-5,12.333333333333334,26,24
71-6,12.333333333333334,26,24
71-7,12.333333333333334,26,24
71-8,12.333333333333334,26,24
71-9,12.333333333333334,26,24
71-10,12.333333333333334,26,24
72-1,40.5,47,16
72-2,40.5,47,16
72-3,40.5,47,16
72-4,40.5,47,16
72-5,40.5,47,16
72-6,40.5,47,16
72-7,40.5,47,16
72-8,40.5,47,16
72-9,40.5,47,16
72-10,40.5,47,16
73-1,18.375,41,384
73-2,18.375,41,384
73-3,18.375,41,384
73-4,18.375,41,384
73-5,18.375,41,384
73-6,18.375,41,384
73-7,18.375,41,384
73-8,18.375,41,384
73-9,18.375,41,384
73-10,18.375,41,384
74-1,24.095238095238095,37,42
74-2,24.095238095238095,37,42
74-3,24.095238095238095,37,42
74-4,24.095238095238095,37,42
74-5,24.095238095238095,37,42
74-6,24.095238095238095,37,42
74-7,24.095238095238095,37,42
74-8,24.095238095238095,37,42
74-9,24.095238095238095,37,42
74-10,24.095238095238095,37,42
75,NA,NA,NA
76-1,22.071428571428573,50,182
76-2,22.071428571428573,50,182
76-3,22.071428571428573,50,182
76-4,22.071428571428573,50,182
76-5,22.071428571428573,50,182
76-6,22.071428571428573,50,182
76-7,22.071428571428573,50,182
76-8,22.071428571428573,50,182
76-9,22.071428571428573,50,182
76-10,22.071428571428573,50,182
77-1,22.25,35,80
77-2,22.25,35,80
77-3,22.25,35,80
77-4,22.25,35,80
77-5,22.25,35,80
77-6,22.25,35,80
77-7,22.25,35,80
77-8,22.25,35,80
77-9,22.25,35,80
77-10,22.25,35,80
78-1,29.916666666666668,54,768
78-2,29.916666666666668,54,768
78-3,29.916666666666668,54,768
78-4,29.916666666666668,54,768
78-5,29.916666666666668,54,768
78-6,29.916666666666668,54,768
78-7,29.916666666666668,54,768
78-8,29.916666666666668,54,768
78-9,29.916666666666668,54,768
78-10,29.916666666666668,54,768
79-1,0.0,0,1
79-2,0.0,0,1
79-3,0.0,0,1
79-4,0.0,0,1
79-5,0.0,0,1
79-6,0.0,0,1
79-7,0.0,0,1
79-8,0.0,0,1
79-9,0.0,0,1
79-10,0.0,0,1
80-1,21.852130325814535,47,399
80-2,21.852130325814535,47,399
80-3,21.852130325814535,47,399
80-4,21.852130325814535,47,399
80-5,21.852130325814535,47,399
80-6,21.852130325814535,47,399
80-7,21.852130325814535,47,399
80-8,21.852130325814535,47,399
80-9,21.852130325814535,47,399
80-10,21.852130325814535,47,399
81-1,16.416666666666668,35,108
81-2,16.416666666666668,35,108
81-3,16.416666666666668,35,108
81-4,16.416666666666668,35,108
81-5,16.416666666666668,35,108
81-6,16.416666666666668,35,108
81-7,16.416666666666668,35,108
81-8,16.416666666666668,35,108
81-9,16.416666666666668,35,108
81-10,16.416666666666668,35,108
82-1,7.0,7,1
82-2,7.0,7,1
82-3,7.0,7,1
82-4,7.0,7,1
82-5,7.0,7,1
82-6,7.0,7,1
82-7,7.0,7,1
82-8,7.0,7,1
82-9,7.0,7,1
82-10,7.0,7,1
83-1,18.0,18,1
83-2,18.0,18,1
83-3,18.0,18,1
83-4,18.0,18,1
83-5,18.0,18,1
83-6,18.0,18,1
83-7,18.0,18,1
83-8,18.0,18,1
83-9,18.0,18,1
83-10,18.0,18,1
84-1,8.0,11,4
84-2,8.0,11,4
84-3,8.0,11,4
84-4,8.0,11,4
84-5,8.0,11,4
84-6,8.0,11,4
84-7,8.0,11,4
84-8,8.0,11,4
84-9,8.0,11,4
84-10,8.0,11,4
85-1,10.45,32,20
85-2,10.45,32,20
85-3,10.45,32,20
85-4,10.45,32,20
85-5,10.45,32,20
85-6,10.45,32,20
85-7,10.45,32,20
85-8,10.45,32,20
85-9,10.45,32,20
85-10,10.45,32,20
86,NA,NA,NA
87,NA,NA,NA
88-1,11.34,34,100
88-2,11.34,34,100
88-3,11.34,34,100
88-4,11.34,34,100
88-5,11.34,34,100
88-6,11.34,34,100
88-7,11.34,34,100
88-8,11.34,34,100
88-9,11.34,34,100
88-10,11.34,34,100
89,NA,NA,NA
90-1,20.5,29,16
90-2,20.5,29,16
90-3,20.5,29,16
90-4,20.5,29,16
90-5,20.5,29,16
90-6,20.5,29,16
90-7,20.5,29,16
90-8,20.5,29,16
90-9,20.5,29,16
90-10,20.5,29,16
91-1,16.90277777777778,41,576
91-2,16.90277777777778,41,576
91-3,16.90277777777778,41,576
91-4,16.90277777777778,41,576
91-5,16.90277777777778,41,576
91-6,16.90277777777778,41,576
91-7,16.90277777777778,41,576
91-8,16.90277777777778,41,576
91-9,16.90277777777778,41,576
91-10,16.90277777777778,41,576
92-1,20.0,26,3
92-2,20.0,26,3
92-3,20.0,26,3
92-4,20.0,26,3
92-5,20.0,26,3
92-6,20.0,26,3
92-7,20.0,26,3
92-8,20.0,26,3
92-9,20.0,26,3
92-10,20.0,26,3
93-1,21.88235294117647,41,544
93-2,21.88235294117647,41,544
93-3,21.88235294117647,41,544
93-4,21.88235294117647,41,544
93-5,21.88235294117647,41,544
93-6,21.88235294117647,41,544
93-7,21.88235294117647,41,544
93-8,21.88235294117647,41,544
93-9,21.88235294117647,41,544
93-10,21.88235294117647,41,544
94-1,26.058280028429284,79,2814
94-2,26.058280028429284,79,2814
94-3,26.058280028429284,79,2814
94-4,26.058280028429284,79,2814
94-5,26.058280028429284,79,2814
94-6,26.058280028429284,79,2814
94-7,26.058280028429284,79,2814
94-8,26.058280028429284,79,2814
94-9,26.058280028429284,79,2814
94-10,26.058280028429284,79,2814
95-1,13.5,31,60
95-2,13.5,31,60
95-3,13.5,31,60
95-4,13.5,31,60
95-5,13.5,31,60
95-6,13.5,31,60
95-7,13.5,31,60
95-8,13.5,31,60
95-9,13.5,31,60
95-10,13.5,31,60
96-1,18.04255319148936,34,188
96-2,18.04255319148936,34,188
96-3,18.04255319148936,34,188
96-4,18.04255319148936,34,188
96-5,18.04255319148936,34,188
96-6,18.04255319148936,34,188
96-7,18.04255319148936,34,188
96-8,18.04255319148936,34,188
96-9,18.04255319148936,34,188
96-10,18.04255319148936,34,188
97-1,17.958333333333332,33,216
97-2,17.958333333333332,33,216
97-3,17.958333333333332,33,216
97-4,17.958333333333332,33,216
97-5,17.958333333333332,33,216
97-6,17.958333333333332,33,216
97-7,17.958333333333332,33,216
97-8,17.958333333333332,33,216
97-9,17.958333333333332,33,216
97-10,17.958333333333332,33,216
98-1,12.0,15,4
98-2,12.0,15,4
98-3,12.0,15,4
98-4,12.0,15,4
98-5,12.0,15,4
98-6,12.0,15,4
98-7,12.0,15,4
98-8,12.0,15,4
98-9,12.0,15,4
98-10,12.0,15,4
99,NA,NA,NA
