Signature,Time Spent
0,NA
1,9.140336513519287
2,0.6557919979095459
3,0.7092571258544922
4,15.343372344970703
5,0.5615780353546143
6,0.6429221630096436
7,0.4820065498352051
8,1.6031787395477295
9,0.5580723285675049
10,4.354751825332642
11,0.9954884052276611
12,67.65113592147827
13,0.6313369274139404
14,0.615830659866333
15,13.681743621826172
16,0.6935527324676514
17,0.8864743709564209
18,0.6759178638458252
19,1.1385691165924072
20,NA
21,1.6364874839782715
22,9.07791805267334
23,0.5625326633453369
24,0.7209177017211914
25,0.44138097763061523
26,2.333418130874634
27,321.53952288627625
28,0.43671345710754395
29,0.6986863613128662
30,35.91351819038391
31,0.8638291358947754
32,538.1344308853149
33,NA
34,0.8129932880401611
35,33.68667697906494
36,0.7481091022491455
37,0.4895305633544922
38,0.6959083080291748
39,0.9369239807128906
40,0.5511934757232666
41,0.5614595413208008
42,0.6209721565246582
43,0.48558664321899414
44,0.67099928855896
45,2.336902618408203
46,0.49571871757507324
47,1.057340145111084
48,0.662076473236084
49,1.1935980319976807
50,0.9795389175415039
51,0.6180343627929688
52,NA
53,0.6314404010772705
54,0.7366962432861328
55,0.5525028705596924
56,0.6030707359313965
57,0.6272947788238525
58,0.528956413269043
59,14.76853609085083
60,0.8549113273620605
61,0.5503034591674805
62,NA
63,0.9091198444366455
64,0.6095530986785889
65,0.7499668598175049
66,0.5436456203460693
67,0.5479481220245361
68,0.7747282981872559
69,0.772327184677124
70,0.5575025081634521
71,0.9093217849731445
72,0.8128986358642578
73,0.6941523551940918
74,0.6237094402313232
75,0.7426290512084961
76,NA
77,0.7250139713287354
78,32.077390909194946
79,0.9154796600341797
80,0.7611737251281738
81,NA
82,0.49515795707702637
83,0.8768467903137207
84,1.416135549545288
85,0.552588939666748
86,0.5459995269775391
87,31.47597622871399
88,0.9148819446563721
89,0.9317052364349365
90,0.6075646877288818
91,1.0561683177947998
92,1.1151821613311768
93,0.7400667667388916
94,0.7204747200012207
95,0.6445291042327881
96,0.556002140045166
97,0.7308416366577148
98,0.8280501365661621
99,1.500290870666504
