Signature,Time Spent
0,1.25596022605896
1,12.164227724075317
2,0.7229576110839844
3,7.3034138679504395
4,1.3858792781829834
5,11.558255672454834
6,2.6622250080108643
7,1.5418171882629395
8,3.404036283493042
9,2.68392276763916
10,1.5213103294372559
11,2.4435856342315674
12,NA
13,1.841360092163086
14,1.1687307357788086
15,3.194328784942627
16,2.7544116973876953
17,1.5271859169006348
18,NA
19,1.080742359161377
20,1.4683549404144287
21,NA
22,0.93634033203125
23,1.027385950088501
24,1.8248546123504639
25,2.800063371658325
26,2.7595701217651367
27,1.295196771621704
28,NA
29,2.3295211791992188
30,NA
31,22.065433263778687
32,2.44313645362854
33,8.27989912033081
34,NA
35,1.904259443283081
36,NA
37,2.1696295738220215
38,1.4027352333068848
39,NA
40,0.9458198547363281
41,3.47454571723938
42,1.4871115684509277
43,2.0041046142578125
44,NA
45,NA
46,1.7618274688720703
47,6.473592519760132
48,0.8817934989929199
49,20.180715799331665
50,NA
51,1.881479263305664
52,NA
53,NA
54,3.4892401695251465
55,2.798701286315918
56,1.669349193572998
57,NA
58,NA
59,1.9250743389129639
60,3.1777987480163574
61,1.2140147686004639
62,2.249150037765503
63,NA
64,3.7462246417999268
65,1.4962196350097656
66,154.11958932876587
67,3.305703639984131
68,2.0431864261627197
69,0.918177604675293
70,1.6287925243377686
71,1.4962289333343506
72,2.9477100372314453
73,18.723639488220215
74,NA
75,1.7929565906524658
76,NA
77,71.80104088783264
78,0.8654804229736328
79,4.234912633895874
80,1.8587348461151123
81,0.8659002780914307
82,NA
83,2.184023141860962
84,4.205084800720215
85,NA
86,1.9529242515563965
87,3.4469850063323975
88,1.572218418121338
89,0.9011273384094238
90,NA
91,3.4472367763519287
92,2.169949769973755
93,1.4325244426727295
94,NA
95,NA
96,NA
97,2.424440622329712
98,1.3484816551208496
99,2.397557258605957
