Signature,AMM_Time,Average_MM_Size,Union_AMM_Size,Number_MM
461,NA,NA,NA,NA
462,NA,NA,NA,NA
463,NA,NA,NA,NA
464,NA,NA,NA,NA
465,NA,NA,NA,NA
466,NA,NA,NA,NA
467,NA,NA,NA,NA
468,NA,NA,NA,NA
469,NA,NA,NA,NA
470,529.454864025116,0.0,0,1
471,NA,NA,NA,NA
472,508.8402609825134,3.0,3,1
473,NA,NA,NA,NA
474,NA,NA,NA,NA
475,NA,NA,NA,NA
476,NA,NA,NA,NA
477,NA,NA,NA,NA
478,NA,NA,NA,NA
479,NA,NA,NA,NA
480,NA,NA,NA,NA
481,NA,NA,NA,NA
482,NA,NA,NA,NA
483,NA,NA,NA,NA
484,NA,NA,NA,NA
485,399.7061016559601,8.0,8,1
486,NA,NA,NA,NA
487,NA,NA,NA,NA
488,NA,NA,NA,NA
489,NA,NA,NA,NA
490,NA,NA,NA,NA
491,NA,NA,NA,NA
492,NA,NA,NA,NA
493,483.81535720825195,7.5,9,2
494,524.4034419059753,12.0,12,1
495,NA,NA,NA,NA
496,476.4871506690979,8.5,10,2
497,490.1100172996521,4.0,4,1
498,NA,NA,NA,NA
499,NA,NA,NA,NA
500,NA,NA,NA,NA
501,NA,NA,NA,NA
502,NA,NA,NA,NA
503,NA,NA,NA,NA
504,NA,NA,NA,NA
505,NA,NA,NA,NA
506,NA,NA,NA,NA
507,NA,NA,NA,NA
508,NA,NA,NA,NA
509,NA,NA,NA,NA
