load_time,signature,sig_time
71.54772472381592,,
,0,0.3557469844818115
,1,0.42963504791259766
,2,0.3651773929595947
,3,0.42867255210876465
,4,0.3481462001800537
,5,0.2567307949066162
,6,0.3875086307525635
,7,0.43265724182128906
,8,0.38254523277282715
,9,0.3683319091796875
,10,0.24492597579956055
,11,0.9083547592163086
,12,0.3481771945953369
,13,0.3493483066558838
,14,0.39319348335266113
,15,0.390256404876709
,16,0.4890303611755371
,17,0.3903229236602783
,18,0.38091421127319336
,19,0.39175844192504883
,20,0.4066178798675537
,21,0.41001176834106445
,22,0.42649078369140625
,23,0.34745287895202637
,24,0.3752906322479248
,25,0.9460711479187012
,26,0.394972562789917
,27,0.3670663833618164
,28,0.3786923885345459
,29,3.8787057399749756
,30,0.3625016212463379
,31,0.38068628311157227
,32,0.266002893447876
,33,0.32705211639404297
,34,0.3723113536834717
,35,0.25849413871765137
,36,0.4423246383666992
,37,0.3857581615447998
,38,0.3729579448699951
,39,0.45720815658569336
,40,0.374741792678833
,41,0.3717002868652344
,42,0.4064509868621826
,43,0.33797287940979004
,44,0.3180248737335205
,45,0.38582754135131836
,46,1.1444993019104004
,47,0.964505672454834
,48,0.4566190242767334
,49,0.39034485816955566
,50,0.34200453758239746
,51,0.4757511615753174
,52,0.34454917907714844
,53,0.37544798851013184
,54,0.46408867835998535
,55,0.3814201354980469
,56,0.24922895431518555
,57,0.3837754726409912
,58,0.27649760246276855
,59,0.26225852966308594
,60,0.3996114730834961
,61,0.33597254753112793
,62,0.2626657485961914
,63,0.3815188407897949
,64,0.543004035949707
,65,0.48895907402038574
,66,0.44179463386535645
,67,0.28200578689575195
,68,0.5881359577178955
,69,0.4054229259490967
,70,0.27873826026916504
,71,0.37885332107543945
,72,0.35770177841186523
,73,0.3625986576080322
,74,0.3498821258544922
,75,0.35842442512512207
,76,1.0005764961242676
,77,0.3392364978790283
,78,1.2194256782531738
,79,0.28402090072631836
,80,0.36205554008483887
,81,0.798459529876709
,82,0.4259517192840576
,83,0.4845845699310303
,84,0.49877119064331055
,85,0.4221985340118408
,86,0.3513960838317871
,87,0.4028017520904541
,88,0.35038208961486816
,89,0.5659208297729492
,90,0.5879106521606445
,91,0.7280993461608887
,92,0.41646528244018555
,93,0.3222169876098633
,94,0.37924671173095703
,95,0.30374836921691895
,96,0.3483552932739258
,97,0.3460829257965088
,98,0.3580188751220703
,99,0.32396459579467773
,100,0.5229027271270752
,101,0.3582768440246582
,102,0.3692018985748291
,103,0.5993196964263916
,104,0.39143943786621094
,105,0.5898373126983643
,106,0.5358603000640869
,107,0.40158796310424805
,108,0.39874839782714844
,109,0.32103681564331055
,110,0.33882975578308105
,111,1.0034213066101074
,112,1.3666813373565674
,113,1.130436897277832
,114,0.5232374668121338
,115,0.3529376983642578
,116,0.5095913410186768
,117,0.447878360748291
,118,1.395127534866333
,119,0.3605833053588867
,120,0.37737321853637695
