Signature,Iteration,Time Spent
0,1,40.16483449935913
0,2,39.744385957717896
0,3,39.10013675689697
0,4,38.37810039520264
0,5,38.18674659729004
0,6,37.919355392456055
0,7,38.38791513442993
0,8,38.361650228500366
0,9,38.11619806289673
0,10,38.02605986595154
1,1,41.03104829788208
1,2,41.91808271408081
1,3,40.45653510093689
1,4,40.17611646652222
1,5,39.97179555892944
1,6,40.18268322944641
1,7,40.55446147918701
1,8,41.24806308746338
1,9,41.46468949317932
1,10,41.124611139297485
10,1,22.490896224975586
10,2,22.34815764427185
10,3,22.191877603530884
10,4,22.23544931411743
10,5,22.443926334381104
10,6,21.90405035018921
10,7,22.074793338775635
10,8,22.42190146446228
10,9,22.483226537704468
10,10,22.237427234649658
11,1,93.35356402397156
11,2,93.94702124595642
11,3,93.01190876960754
11,4,92.7131860256195
11,5,93.15342783927917
11,6,92.63270139694214
11,7,92.94152426719666
11,8,93.78309273719788
11,9,92.86114978790283
11,10,95.11672806739807
12,1,15.602845668792725
12,2,15.54044246673584
12,3,15.442223310470581
12,4,15.479976892471313
12,5,15.295145273208618
12,6,15.706117153167725
12,7,15.332969188690186
12,8,15.867048501968384
12,9,15.517616510391235
12,10,15.504055261611938
13,1,109.2653136253357
13,2,108.75086045265198
13,3,111.7668845653534
13,4,107.6623706817627
13,5,108.07994174957275
13,6,107.57448267936707
13,7,109.41185879707336
13,8,108.17449688911438
13,9,107.12539196014404
13,10,107.39425826072693
14,1,51.01245713233948
14,2,53.24433207511902
14,3,51.627378702163696
14,4,52.40048003196716
14,5,51.299344539642334
14,6,51.12791609764099
14,7,51.97941708564758
14,8,51.64368224143982
14,9,51.514554262161255
14,10,51.53071355819702
15,1,42.584946393966675
15,2,42.7309353351593
15,3,42.33268642425537
15,4,42.78743815422058
15,5,43.477484941482544
15,6,42.8776330947876
15,7,42.881518840789795
15,8,42.62945747375488
15,9,42.513423442840576
15,10,42.98084592819214
16,1,NA
17,1,60.89630961418152
17,2,60.451109409332275
17,3,59.671815633773804
17,4,57.954060554504395
17,5,60.247546434402466
17,6,60.01661920547485
17,7,59.3401153087616
17,8,59.41268181800842
17,9,60.64032292366028
17,10,60.721364974975586
18,1,9.447648048400879
18,2,9.459861040115356
18,3,9.553082942962646
18,4,9.4793221950531
18,5,9.587451457977295
18,6,9.542194604873657
18,7,9.545253276824951
18,8,9.665724515914917
18,9,9.243065118789673
18,10,9.242397785186768
19,1,13.160670757293701
19,2,13.392475128173828
19,3,13.49896502494812
19,4,13.351663589477539
19,5,13.257325172424316
19,6,13.384348630905151
19,7,13.476372957229614
19,8,13.254839897155762
19,9,13.237953662872314
19,10,13.152518510818481
2,1,15.96933364868164
2,2,16.109416723251343
2,3,15.777945518493652
2,4,16.09038543701172
2,5,16.144100427627563
2,6,15.952048301696777
2,7,15.965879201889038
2,8,15.966419458389282
2,9,15.802469491958618
2,10,16.424437999725342
20,1,24.79977250099182
20,2,24.80818462371826
20,3,24.591411113739014
20,4,24.536707639694214
20,5,24.584516048431396
20,6,24.799813508987427
20,7,25.077887058258057
20,8,24.688772201538086
20,9,24.75057888031006
20,10,24.632322311401367
21,1,33.85849666595459
21,2,33.834654092788696
21,3,33.53406620025635
21,4,34.003042459487915
21,5,34.203423261642456
21,6,33.8480966091156
21,7,33.94030022621155
21,8,33.61813974380493
21,9,34.0830454826355
21,10,33.98712420463562
22,1,78.76845645904541
22,2,78.18101334571838
22,3,78.77383780479431
22,4,77.95199060440063
22,5,78.62549233436584
22,6,77.69750618934631
22,7,78.21805620193481
22,8,77.65393805503845
22,9,77.96390509605408
22,10,82.42068886756897
23,1,28.396694898605347
23,2,28.342520713806152
23,3,28.65461564064026
23,4,28.86462163925171
23,5,28.4509596824646
23,6,28.631980657577515
23,7,28.777063131332397
23,8,28.798481225967407
23,9,28.715605974197388
23,10,28.58734369277954
24,1,28.984636783599854
24,2,28.860744953155518
24,3,28.768802404403687
24,4,28.920387744903564
24,5,29.28643488883972
24,6,29.321199655532837
24,7,29.35923194885254
24,8,29.22134828567505
24,9,29.48235583305359
24,10,28.99404740333557
25,1,15.203686714172363
25,2,15.201184272766113
25,3,14.88354778289795
25,4,14.67169737815857
25,5,14.970398664474487
25,6,14.854672908782959
25,7,16.702983617782593
25,8,15.207080602645874
25,9,15.218506097793579
25,10,15.165697574615479
26,1,126.13386368751526
26,2,126.41612458229065
26,3,125.91772103309631
26,4,126.41013741493225
26,5,127.02649927139282
26,6,127.87590432167053
26,7,126.72292852401733
26,8,125.86921381950378
26,9,125.29155278205872
26,10,125.88603234291077
27,1,39.57633876800537
27,2,39.91138792037964
27,3,39.4429087638855
27,4,39.71366739273071
27,5,39.98317551612854
27,6,39.26080918312073
27,7,39.69515633583069
27,8,39.512372732162476
27,9,39.655518531799316
27,10,39.800143241882324
28,1,40.39835476875305
28,2,40.37420725822449
