Signature,Time Spent
0,1.850834846496582
1,1.5195038318634033
2,2.0027554035186768
3,NA
4,5.411177635192871
5,1.659963607788086
6,1.8369295597076416
7,3.1907825469970703
8,2.1822595596313477
9,1.6004993915557861
10,NA
11,NA
12,NA
13,3.9120934009552
14,NA
15,4.540864706039429
16,NA
17,2.175455093383789
18,1.508002519607544
19,0.952110767364502
20,2.6762964725494385
21,NA
22,1.4630773067474365
23,4.852934122085571
24,NA
25,NA
26,11.900713443756104
27,2.458496570587158
28,NA
29,14.047427892684937
30,NA
31,2.2355422973632812
32,1.0521175861358643
33,NA
34,57.78260064125061
35,1.163872241973877
36,1.129941463470459
37,0.9358518123626709
38,93.32347178459167
39,NA
40,22.265055656433105
41,7.646853685379028
42,1.7969682216644287
43,NA
44,1.6067898273468018
45,1.358940839767456
46,25.639124870300293
47,NA
48,9.414400100708008
49,1.3411767482757568
50,2.2592616081237793
51,0.9675686359405518
52,NA
53,NA
54,1.5763065814971924
55,NA
56,42.53428411483765
57,2.257542610168457
58,1.7127597332000732
59,138.21679711341858
60,1.7764480113983154
61,2.075394868850708
62,2.589628219604492
63,1.7391159534454346
64,2.974710464477539
65,2.3111724853515625
66,7.452610969543457
67,1.4558610916137695
68,1.9020943641662598
69,NA
70,NA
71,1.1842317581176758
72,1.181915044784546
73,2.7296130657196045
74,NA
75,0.865929365158081
76,5.578349351882935
77,1.284029245376587
78,103.68969774246216
79,NA
80,3.7481400966644287
81,3.3707964420318604
82,3.5983004570007324
83,9.703956365585327
84,4.159666061401367
85,0.7998783588409424
86,107.89975881576538
87,1.9020824432373047
88,NA
89,NA
90,1.8022222518920898
91,NA
92,NA
93,NA
94,NA
95,NA
96,2.102365493774414
97,NA
98,1.5863654613494873
99,NA
