Signature,Average Minimal Module Size,Union of All Module Size,Number of Minimal Modules
13-10,21.12,34,50
14,NA,NA,NA
15-1,36.416666666666664,43,12
15-2,36.416666666666664,43,12
15-3,36.416666666666664,43,12
15-4,36.416666666666664,43,12
15-5,36.416666666666664,43,12
15-6,36.416666666666664,43,12
15-7,36.416666666666664,43,12
15-8,36.416666666666664,43,12
15-9,36.416666666666664,43,12
15-10,36.416666666666664,43,12
16-1,51.04385964912281,89,3192
16-2,51.04385964912281,89,3192
16-3,51.04385964912281,89,3192
16-4,51.04385964912281,89,3192
16-5,51.04385964912281,89,3192
16-6,51.04385964912281,89,3192
16-7,51.04385964912281,89,3192
16-8,51.04385964912281,89,3192
16-9,51.04385964912281,89,3192
16-10,51.04385964912281,89,3192
17-1,25.902027027027028,52,592
17-2,25.902027027027028,52,592
17-3,25.902027027027028,52,592
17-4,25.902027027027028,52,592
17-5,25.902027027027028,52,592
17-6,25.902027027027028,52,592
17-7,25.902027027027028,52,592
17-8,25.902027027027028,52,592
17-9,25.902027027027028,52,592
17-10,25.902027027027028,52,592
18-1,6.5,10,2
18-2,6.5,10,2
18-3,6.5,10,2
18-4,6.5,10,2
18-5,6.5,10,2
18-6,6.5,10,2
18-7,6.5,10,2
18-8,6.5,10,2
18-9,6.5,10,2
18-10,6.5,10,2
19-1,11.5,15,6
19-2,11.5,15,6
19-3,11.5,15,6
19-4,11.5,15,6
19-5,11.5,15,6
19-6,11.5,15,6
19-7,11.5,15,6
19-8,11.5,15,6
19-9,11.5,15,6
19-10,11.5,15,6
20-1,3.0,3,1
20-2,3.0,3,1
20-3,3.0,3,1
20-4,3.0,3,1
20-5,3.0,3,1
20-6,3.0,3,1
20-7,3.0,3,1
20-8,3.0,3,1
20-9,3.0,3,1
20-10,3.0,3,1
21-1,24.0,37,24
21-2,24.0,37,24
21-3,24.0,37,24
21-4,24.0,37,24
21-5,24.0,37,24
21-6,24.0,37,24
21-7,24.0,37,24
21-8,24.0,37,24
21-9,24.0,37,24
21-10,24.0,37,24
22,NA,NA,NA
23-1,8.333333333333334,11,3
23-2,8.333333333333334,11,3
23-3,8.333333333333334,11,3
23-4,8.333333333333334,11,3
23-5,8.333333333333334,11,3
23-6,8.333333333333334,11,3
23-7,8.333333333333334,11,3
23-8,8.333333333333334,11,3
23-9,8.333333333333334,11,3
23-10,8.333333333333334,11,3
24-1,5.0,8,4
24-2,5.0,8,4
24-3,5.0,8,4
24-4,5.0,8,4
24-5,5.0,8,4
24-6,5.0,8,4
24-7,5.0,8,4
24-8,5.0,8,4
24-9,5.0,8,4
24-10,5.0,8,4
25-1,6.0,6,1
25-2,6.0,6,1
25-3,6.0,6,1
25-4,6.0,6,1
25-5,6.0,6,1
25-6,6.0,6,1
25-7,6.0,6,1
25-8,6.0,6,1
25-9,6.0,6,1
25-10,6.0,6,1
26-1,13.680555555555555,42,72
26-2,13.680555555555555,42,72
26-3,13.680555555555555,42,72
26-4,13.680555555555555,42,72
26-5,13.680555555555555,42,72
26-6,13.680555555555555,42,72
26-7,13.680555555555555,42,72
26-8,13.680555555555555,42,72
26-9,13.680555555555555,42,72
26-10,13.680555555555555,42,72
27-1,14.666666666666666,30,24
27-2,14.666666666666666,30,24
27-3,14.666666666666666,30,24
27-4,14.666666666666666,30,24
27-5,14.666666666666666,30,24
27-6,14.666666666666666,30,24
27-7,14.666666666666666,30,24
27-8,14.666666666666666,30,24
27-9,14.666666666666666,30,24
27-10,14.666666666666666,30,24
28-1,27.06111111111111,56,540
28-2,27.06111111111111,56,540
28-3,27.06111111111111,56,540
28-4,27.06111111111111,56,540
28-5,27.06111111111111,56,540
28-6,27.06111111111111,56,540
28-7,27.06111111111111,56,540
28-8,27.06111111111111,56,540
28-9,27.06111111111111,56,540
28-10,27.06111111111111,56,540
29-1,49.05714285714286,81,4480
29-2,49.05714285714286,81,4480
29-3,49.05714285714286,81,4480
29-4,49.05714285714286,81,4480
29-5,49.05714285714286,81,4480
29-6,49.05714285714286,81,4480
29-7,49.05714285714286,81,4480
29-8,49.05714285714286,81,4480
29-9,49.05714285714286,81,4480
29-10,49.05714285714286,81,4480
30-1,17.0,17,1
30-2,17.0,17,1
30-3,17.0,17,1
30-4,17.0,17,1
30-5,17.0,17,1
30-6,17.0,17,1
30-7,17.0,17,1
30-8,17.0,17,1
30-9,17.0,17,1
30-10,17.0,17,1
31-1,21.9,48,1350
31-2,21.9,48,1350
31-3,21.9,48,1350
31-4,21.9,48,1350
31-5,21.9,48,1350
31-6,21.9,48,1350
31-7,21.9,48,1350
31-8,21.9,48,1350
31-9,21.9,48,1350
31-10,21.9,48,1350
32-1,2.0,2,1
32-2,2.0,2,1
32-3,2.0,2,1
32-4,2.0,2,1
32-5,2.0,2,1
32-6,2.0,2,1
32-7,2.0,2,1
32-8,2.0,2,1
32-9,2.0,2,1
32-10,2.0,2,1
33-1,25.88235294117647,44,255
33-2,25.88235294117647,44,255
33-3,25.88235294117647,44,255
33-4,25.88235294117647,44,255
33-5,25.88235294117647,44,255
33-6,25.88235294117647,44,255
33-7,25.88235294117647,44,255
33-8,25.88235294117647,44,255
33-9,25.88235294117647,44,255
33-10,25.88235294117647,44,255
34-1,23.470588235294116,53,14076
34-2,23.470588235294116,53,14076
34-3,23.470588235294116,53,14076
34-4,23.470588235294116,53,14076
34-5,23.470588235294116,53,14076
34-6,23.470588235294116,53,14076
34-7,23.470588235294116,53,14076
34-8,23.470588235294116,53,14076
34-9,23.470588235294116,53,14076
34-10,23.470588235294116,53,14076
35-1,4.0,5,2
35-2,4.0,5,2
35-3,4.0,5,2
35-4,4.0,5,2
35-5,4.0,5,2
35-6,4.0,5,2
35-7,4.0,5,2
35-8,4.0,5,2
35-9,4.0,5,2
35-10,4.0,5,2
36,NA,NA,NA
37-1,3.5,6,2
37-2,3.5,6,2
37-3,3.5,6,2
37-4,3.5,6,2
37-5,3.5,6,2
37-6,3.5,6,2
37-7,3.5,6,2
37-8,3.5,6,2
37-9,3.5,6,2
37-10,3.5,6,2
38-1,1.0,1,1
38-2,1.0,1,1
38-3,1.0,1,1
38-4,1.0,1,1
38-5,1.0,1,1
38-6,1.0,1,1
38-7,1.0,1,1
38-8,1.0,1,1
38-9,1.0,1,1
38-10,1.0,1,1
39-1,33.50273224043716,63,1464
39-2,33.50273224043716,63,1464
39-3,33.50273224043716,63,1464
39-4,33.50273224043716,63,1464
39-5,33.50273224043716,63,1464
39-6,33.50273224043716,63,1464
39-7,33.50273224043716,63,1464
39-8,33.50273224043716,63,1464
39-9,33.50273224043716,63,1464
39-10,33.50273224043716,63,1464
40-1,22.166666666666668,81,4800
40-2,22.166666666666668,81,4800
40-3,22.166666666666668,81,4800
40-4,22.166666666666668,81,4800
40-5,22.166666666666668,81,4800
40-6,22.166666666666668,81,4800
40-7,22.166666666666668,81,4800
40-8,22.166666666666668,81,4800
40-9,22.166666666666668,81,4800
40-10,22.166666666666668,81,4800
41-1,45.865800865800864,94,8316
41-2,45.865800865800864,94,8316
41-3,45.865800865800864,94,8316
41-4,45.865800865800864,94,8316
41-5,45.865800865800864,94,8316
41-6,45.865800865800864,94,8316
41-7,45.865800865800864,94,8316
41-8,45.865800865800864,94,8316
41-9,45.865800865800864,94,8316
41-10,45.865800865800864,94,8316
42-1,2.0,2,1
42-2,2.0,2,1
42-3,2.0,2,1
42-4,2.0,2,1
42-5,2.0,2,1
42-6,2.0,2,1
42-7,2.0,2,1
42-8,2.0,2,1
42-9,2.0,2,1
42-10,2.0,2,1
43-1,2.0,2,1
43-2,2.0,2,1
43-3,2.0,2,1
43-4,2.0,2,1
43-5,2.0,2,1
43-6,2.0,2,1
43-7,2.0,2,1
43-8,2.0,2,1
43-9,2.0,2,1
43-10,2.0,2,1
44,NA,NA,NA
45-1,0.0,0,1
45-2,0.0,0,1
45-3,0.0,0,1
45-4,0.0,0,1
45-5,0.0,0,1
45-6,0.0,0,1
45-7,0.0,0,1
45-8,0.0,0,1
45-9,0.0,0,1
45-10,0.0,0,1
46-1,19.516806722689076,40,476
46-2,19.516806722689076,40,476
46-3,19.516806722689076,40,476
46-4,19.516806722689076,40,476
46-5,19.516806722689076,40,476
46-6,19.516806722689076,40,476
46-7,19.516806722689076,40,476
46-8,19.516806722689076,40,476
46-9,19.516806722689076,40,476
46-10,19.516806722689076,40,476
47-1,10.0,11,2
47-2,10.0,11,2
47-3,10.0,11,2
47-4,10.0,11,2
47-5,10.0,11,2
47-6,10.0,11,2
47-7,10.0,11,2
47-8,10.0,11,2
47-9,10.0,11,2
47-10,10.0,11,2
48-1,5.0,5,1
48-2,5.0,5,1
48-3,5.0,5,1
48-4,5.0,5,1
48-5,5.0,5,1
48-6,5.0,5,1
48-7,5.0,5,1
48-8,5.0,5,1
48-9,5.0,5,1
48-10,5.0,5,1
49-1,0.0,0,1
49-2,0.0,0,1
49-3,0.0,0,1
49-4,0.0,0,1
49-5,0.0,0,1
49-6,0.0,0,1
49-7,0.0,0,1
49-8,0.0,0,1
49-9,0.0,0,1
49-10,0.0,0,1
50,NA,NA,NA
51,NA,NA,NA
52-1,16.408333333333335,49,960
52-2,16.408333333333335,49,960
52-3,16.408333333333335,49,960
52-4,16.408333333333335,49,960
52-5,16.408333333333335,49,960
52-6,16.408333333333335,49,960
52-7,16.408333333333335,49,960
52-8,16.408333333333335,49,960
52-9,16.408333333333335,49,960
52-10,16.408333333333335,49,960
53-1,23.8997668997669,65,858
53-2,23.8997668997669,65,858
53-3,23.8997668997669,65,858
53-4,23.8997668997669,65,858
53-5,23.8997668997669,65,858
53-6,23.8997668997669,65,858
53-7,23.8997668997669,65,858
53-8,23.8997668997669,65,858
53-9,23.8997668997669,65,858
53-10,23.8997668997669,65,858
54-1,23.666666666666668,39,42
54-2,23.666666666666668,39,42
54-3,23.666666666666668,39,42
54-4,23.666666666666668,39,42
54-5,23.666666666666668,39,42
54-6,23.666666666666668,39,42
54-7,23.666666666666668,39,42
54-8,23.666666666666668,39,42
54-9,23.666666666666668,39,42
54-10,23.666666666666668,39,42
55-1,3.6666666666666665,6,3
55-2,3.6666666666666665,6,3
55-3,3.6666666666666665,6,3
55-4,3.6666666666666665,6,3
55-5,3.6666666666666665,6,3
55-6,3.6666666666666665,6,3
55-7,3.6666666666666665,6,3
55-8,3.6666666666666665,6,3
55-9,3.6666666666666665,6,3
55-10,3.6666666666666665,6,3
56-1,6.0,6,1
56-2,6.0,6,1
56-3,6.0,6,1
56-4,6.0,6,1
56-5,6.0,6,1
56-6,6.0,6,1
56-7,6.0,6,1
56-8,6.0,6,1
56-9,6.0,6,1
56-10,6.0,6,1
57-1,2.0,4,3
57-2,2.0,4,3
57-3,2.0,4,3
57-4,2.0,4,3
57-5,2.0,4,3
57-6,2.0,4,3
57-7,2.0,4,3
57-8,2.0,4,3
57-9,2.0,4,3
57-10,2.0,4,3
58-1,2.0,11,10
58-2,2.0,11,10
58-3,2.0,11,10
58-4,2.0,11,10
58-5,2.0,11,10
58-6,2.0,11,10
58-7,2.0,11,10
58-8,2.0,11,10
58-9,2.0,11,10
58-10,2.0,11,10
59-1,9.0,9,1
59-2,9.0,9,1
59-3,9.0,9,1
59-4,9.0,9,1
59-5,9.0,9,1
59-6,9.0,9,1
59-7,9.0,9,1
59-8,9.0,9,1
59-9,9.0,9,1
59-10,9.0,9,1
60-1,25.01904761904762,43,210
60-2,25.01904761904762,43,210
60-3,25.01904761904762,43,210
60-4,25.01904761904762,43,210
60-5,25.01904761904762,43,210
60-6,25.01904761904762,43,210
60-7,25.01904761904762,43,210
60-8,25.01904761904762,43,210
60-9,25.01904761904762,43,210
60-10,25.01904761904762,43,210
61-1,18.75,64,1792
61-2,18.75,64,1792
61-3,18.75,64,1792
61-4,18.75,64,1792
61-5,18.75,64,1792
61-6,18.75,64,1792
61-7,18.75,64,1792
61-8,18.75,64,1792
61-9,18.75,64,1792
61-10,18.75,64,1792
62-1,23.0,35,16
62-2,23.0,35,16
62-3,23.0,35,16
62-4,23.0,35,16
62-5,23.0,35,16
62-6,23.0,35,16
62-7,23.0,35,16
62-8,23.0,35,16
62-9,23.0,35,16
62-10,23.0,35,16
63-1,26.80952380952381,53,1512
63-2,26.80952380952381,53,1512
63-3,26.80952380952381,53,1512
63-4,26.80952380952381,53,1512
63-5,26.80952380952381,53,1512
63-6,26.80952380952381,53,1512
63-7,26.80952380952381,53,1512
63-8,26.80952380952381,53,1512
63-9,26.80952380952381,53,1512
63-10,26.80952380952381,53,1512
64-1,28.108771929824563,67,1140
64-2,28.108771929824563,67,1140
64-3,28.108771929824563,67,1140
64-4,28.108771929824563,67,1140
64-5,28.108771929824563,67,1140
64-6,28.108771929824563,67,1140
64-7,28.108771929824563,67,1140
64-8,28.108771929824563,67,1140
64-9,28.108771929824563,67,1140
64-10,28.108771929824563,67,1140
65-1,16.0,16,1
65-2,16.0,16,1
65-3,16.0,16,1
65-4,16.0,16,1
65-5,16.0,16,1
65-6,16.0,16,1
65-7,16.0,16,1
65-8,16.0,16,1
65-9,16.0,16,1
65-10,16.0,16,1
66-1,16.9,34,20
66-2,16.9,34,20
66-3,16.9,34,20
66-4,16.9,34,20
66-5,16.9,34,20
66-6,16.9,34,20
66-7,16.9,34,20
66-8,16.9,34,20
66-9,16.9,34,20
66-10,16.9,34,20
67-1,48.2,63,80
67-2,48.2,63,80
67-3,48.2,63,80
67-4,48.2,63,80
67-5,48.2,63,80
67-6,48.2,63,80
67-7,48.2,63,80
67-8,48.2,63,80
67-9,48.2,63,80
67-10,48.2,63,80
68-1,53.8,65,40
68-2,53.8,65,40
68-3,53.8,65,40
68-4,53.8,65,40
68-5,53.8,65,40
68-6,53.8,65,40
68-7,53.8,65,40
68-8,53.8,65,40
68-9,53.8,65,40
68-10,53.8,65,40
69-1,18.453333333333333,49,3375
69-2,18.453333333333333,49,3375
69-3,18.453333333333333,49,3375
69-4,18.453333333333333,49,3375
69-5,18.453333333333333,49,3375
69-6,18.453333333333333,49,3375
69-7,18.453333333333333,49,3375
69-8,18.453333333333333,49,3375
69-9,18.453333333333333,49,3375
69-10,18.453333333333333,49,3375
70-1,14.0,15,2
70-2,14.0,15,2
70-3,14.0,15,2
70-4,14.0,15,2
70-5,14.0,15,2
70-6,14.0,15,2
70-7,14.0,15,2
70-8,14.0,15,2
70-9,14.0,15,2
70-10,14.0,15,2
71-1,37.8,59,720
71-2,37.8,59,720
71-3,37.8,59,720
71-4,37.8,59,720
71-5,37.8,59,720
71-6,37.8,59,720
71-7,37.8,59,720
71-8,37.8,59,720
71-9,37.8,59,720
71-10,37.8,59,720
72-1,14.916666666666666,28,24
72-2,14.916666666666666,28,24
72-3,14.916666666666666,28,24
72-4,14.916666666666666,28,24
72-5,14.916666666666666,28,24
72-6,14.916666666666666,28,24
72-7,14.916666666666666,28,24
72-8,14.916666666666666,28,24
72-9,14.916666666666666,28,24
72-10,14.916666666666666,28,24
73,NA,NA,NA
74-1,51.69047619047619,81,2016
74-2,51.69047619047619,81,2016
74-3,51.69047619047619,81,2016
74-4,51.69047619047619,81,2016
74-5,51.69047619047619,81,2016
74-6,51.69047619047619,81,2016
74-7,51.69047619047619,81,2016
74-8,51.69047619047619,81,2016
74-9,51.69047619047619,81,2016
74-10,51.69047619047619,81,2016
75-1,25.733333333333334,44,330
75-2,25.733333333333334,44,330
75-3,25.733333333333334,44,330
75-4,25.733333333333334,44,330
75-5,25.733333333333334,44,330
75-6,25.733333333333334,44,330
75-7,25.733333333333334,44,330
75-8,25.733333333333334,44,330
75-9,25.733333333333334,44,330
75-10,25.733333333333334,44,330
76,NA,NA,NA
77,NA,NA,NA
78-1,10.666666666666666,15,3
78-2,10.666666666666666,15,3
78-3,10.666666666666666,15,3
78-4,10.666666666666666,15,3
78-5,10.666666666666666,15,3
78-6,10.666666666666666,15,3
78-7,10.666666666666666,15,3
78-8,10.666666666666666,15,3
78-9,10.666666666666666,15,3
78-10,10.666666666666666,15,3
79-1,38.71739130434783,63,552
79-2,38.71739130434783,63,552
79-3,38.71739130434783,63,552
79-4,38.71739130434783,63,552
79-5,38.71739130434783,63,552
79-6,38.71739130434783,63,552
79-7,38.71739130434783,63,552
79-8,38.71739130434783,63,552
79-9,38.71739130434783,63,552
79-10,38.71739130434783,63,552
80-1,8.333333333333334,22,72
80-2,8.333333333333334,22,72
80-3,8.333333333333334,22,72
80-4,8.333333333333334,22,72
80-5,8.333333333333334,22,72
80-6,8.333333333333334,22,72
80-7,8.333333333333334,22,72
80-8,8.333333333333334,22,72
80-9,8.333333333333334,22,72
80-10,8.333333333333334,22,72
81-1,31.0,36,4
81-2,31.0,36,4
81-3,31.0,36,4
81-4,31.0,36,4
81-5,31.0,36,4
81-6,31.0,36,4
81-7,31.0,36,4
81-8,31.0,36,4
81-9,31.0,36,4
81-10,31.0,36,4
82-1,14.5,18,4
82-2,14.5,18,4
82-3,14.5,18,4
82-4,14.5,18,4
82-5,14.5,18,4
82-6,14.5,18,4
82-7,14.5,18,4
82-8,14.5,18,4
82-9,14.5,18,4
82-10,14.5,18,4
83-1,10.0,13,2
83-2,10.0,13,2
83-3,10.0,13,2
83-4,10.0,13,2
83-5,10.0,13,2
83-6,10.0,13,2
83-7,10.0,13,2
83-8,10.0,13,2
83-9,10.0,13,2
83-10,10.0,13,2
84,NA,NA,NA
85-1,20.096774193548388,41,93
85-2,20.096774193548388,41,93
85-3,20.096774193548388,41,93
85-4,20.096774193548388,41,93
85-5,20.096774193548388,41,93
85-6,20.096774193548388,41,93
85-7,20.096774193548388,41,93
85-8,20.096774193548388,41,93
85-9,20.096774193548388,41,93
85-10,20.096774193548388,41,93
86-1,36.666666666666664,45,18
86-2,36.666666666666664,45,18
86-3,36.666666666666664,45,18
86-4,36.666666666666664,45,18
86-5,36.666666666666664,45,18
86-6,36.666666666666664,45,18
86-7,36.666666666666664,45,18
86-8,36.666666666666664,45,18
86-9,36.666666666666664,45,18
86-10,36.666666666666664,45,18
87-1,30.666666666666668,41,96
87-2,30.666666666666668,41,96
87-3,30.666666666666668,41,96
87-4,30.666666666666668,41,96
87-5,30.666666666666668,41,96
87-6,30.666666666666668,41,96
87-7,30.666666666666668,41,96
87-8,30.666666666666668,41,96
87-9,30.666666666666668,41,96
87-10,30.666666666666668,41,96
88,NA,NA,NA
89-1,30.929411764705883,59,425
89-2,30.929411764705883,59,425
89-3,30.929411764705883,59,425
89-4,30.929411764705883,59,425
89-5,30.929411764705883,59,425
89-6,30.929411764705883,59,425
89-7,30.929411764705883,59,425
89-8,30.929411764705883,59,425
89-9,30.929411764705883,59,425
89-10,30.929411764705883,59,425
90-1,22.083333333333332,40,120
90-2,22.083333333333332,40,120
90-3,22.083333333333332,40,120
90-4,22.083333333333332,40,120
90-5,22.083333333333332,40,120
90-6,22.083333333333332,40,120
90-7,22.083333333333332,40,120
90-8,22.083333333333332,40,120
90-9,22.083333333333332,40,120
90-10,22.083333333333332,40,120
91-1,14.88695652173913,42,805
91-2,14.88695652173913,42,805
91-3,14.88695652173913,42,805
91-4,14.88695652173913,42,805
91-5,14.88695652173913,42,805
91-6,14.88695652173913,42,805
91-7,14.88695652173913,42,805
91-8,14.88695652173913,42,805
91-9,14.88695652173913,42,805
91-10,14.88695652173913,42,805
92,NA,NA,NA
93-1,6.977777777777778,24,45
93-2,6.977777777777778,24,45
93-3,6.977777777777778,24,45
93-4,6.977777777777778,24,45
93-5,6.977777777777778,24,45
93-6,6.977777777777778,24,45
93-7,6.977777777777778,24,45
93-8,6.977777777777778,24,45
93-9,6.977777777777778,24,45
93-10,6.977777777777778,24,45
94-1,35.63799283154122,60,279
94-2,35.63799283154122,60,279
94-3,35.63799283154122,60,279
94-4,35.63799283154122,60,279
94-5,35.63799283154122,60,279
94-6,35.63799283154122,60,279
94-7,35.63799283154122,60,279
94-8,35.63799283154122,60,279
94-9,35.63799283154122,60,279
94-10,35.63799283154122,60,279
95-1,7.5,9,2
95-2,7.5,9,2
95-3,7.5,9,2
95-4,7.5,9,2
95-5,7.5,9,2
95-6,7.5,9,2
95-7,7.5,9,2
95-8,7.5,9,2
95-9,7.5,9,2
95-10,7.5,9,2
96-1,11.714285714285714,30,14
96-2,11.714285714285714,30,14
96-3,11.714285714285714,30,14
96-4,11.714285714285714,30,14
96-5,11.714285714285714,30,14
96-6,11.714285714285714,30,14
96-7,11.714285714285714,30,14
96-8,11.714285714285714,30,14
96-9,11.714285714285714,30,14
96-10,11.714285714285714,30,14
97,NA,NA,NA
98,NA,NA,NA
99-1,39.75,71,1632
99-2,39.75,71,1632
99-3,39.75,71,1632
99-4,39.75,71,1632
99-5,39.75,71,1632
99-6,39.75,71,1632
99-7,39.75,71,1632
99-8,39.75,71,1632
99-9,39.75,71,1632
99-10,39.75,71,1632
